year,district,district_id,street,city,state,zip,gradespan,enrollment,hdphone,url,supername,chair,teacher_count,district_alt,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,e_pct_abc,e_pct_ab,e_pct_cd,e_pct_f,m_pct_abc,m_pct_ab,m_pct_cd,m_pct_f,sc_pct_abc,sc_pct_ab,sc_pct_cd,sc_pct_f,act_avg_english_score,act_avg_reading_score,act_avg_math_score,act_avg_science_score,act_avg_writing_score,act_avg_composite_score,pct_act,pct_college,pct_career,pct_cte,pct_wbl,pct_car_rdy,pct_met_prog,gpercent_overall,gpercent_race_w,gpercent_race_b,gpercent_race_h,gpercent_race_i,gpercent_race_a,dropout_rate_curr_yr,tchreturn3yr_avg_pct_curr_yr,tchadvdegree_pct_curr_yr,tchinexperienced_pct_curr_yr,tchsalary_avg_curr_yr,prime_instruct_time_curr_yr,gifted_pct_curr_yr,pct78hs_credit_curr_yr,princ_super_yrs_curr_yr,tech_pct_class_wireless_curr_yr,tech_oneto_one_curr_yr,retained_pct_curr_yr,chronic_absenteeism_rate_x,studentsin_poverty_pct_curr_yr,expendfor_instruct_pct_curr_yr,admin_salary_curr_yr,total_ppe_curr_yr,chronic_absenteeism_rate_y,n_total_di,n_total_el,par_child_feels_safe,par_tch_stop_bully,par_num_responses,tch_i_feel_safe,tch_rules_enforced,tch_num_responses,ocr_firearm_num,ocr_rape,ocr_sex_assault,ocr_robw_weapon,ocr_robw_firearm,ocr_rob_no_weapon,ocr_phys_attachw_weapon,ocr_phys_attackw_firearm,ocr_phys_attach_no_weapon,ocr_threat_phys_attachw_weapon,ocr_threat_phys_attackw_firearm,ocr_threat_phys_attach_no_weapon,ocr_in_school_suspension,ocr_out_of_school_suspension,ocr_expelled,ocr_arrests_referrals,ocr_bully_harass,ocr_violent_all,ocr_nonviolent_all,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,gender_missing,schoolid,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,pct_el,pct_non_el,pct_disabilities,pct_non_di
2021,Spartanburg School District Seven,4207999,610 Dupre Drive ,Spartanburg,SC,29307,PK-12,7052,864-594-4400,www.spartanburg7.org,Mr. Jeff Stevens,Mr. Sanders Lee,655,Spartanburg 07,D,37,35.1,33.2,39.8,37.9,NA,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,18.6,18.5,18.6,5.3,18.4,17.7,34.1,57.3,6.6,3.3,53.4,32.3,83.625730994,87.628865979,79.365079365,82.608695652,-1,100,2.7,86.1,62.8386112170927,22.7,53337.7960521739,NA,17.9,24,1,100,100,1.8,12.3,71.9,59.7,87905,NA,12.3,1132,622,89.3,60.8,857,98.7,89.9,89.9,1,0,2,0,0,0,0,0,0,0,0,17,477,517,2,0,4,2,17,6974,3446,3528,3621,2150,0,NA,1203,49.412102093490105,50.587897906509895,0,51.92142242615429,30.828792658445654,17.249784915400056,8.82019285309132,91.17980714690867,16.05218377765173,83.94781622234827
2017,Spartanburg School District Seven,4207999,610 Dupre Drive ,Spartanburg,SC,29307,PK-12,7052,864-594-4400,www.spartanburg7.org,Mr. Jeff Stevens,Mr. Sanders Lee,655,Spartanburg 07,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,18,17.8,18.2,6.2,17.9,30.6,NA,NA,NA,NA,NA,NA,88.551401869,92.307692308,85.9030837,82.608695652,-1,95.238095238,2.4,NA,67.1,NA,52171,NA,15.4,40.280561122,7,NA,NA,1.4,NA,69.8,52.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7369,3644,3725,4154,2355,NA,NA,860,49.4504003256887,50.54959967431131,NA,56.37128511331253,31.958203284027682,11.670511602659792,NA,NA,NA,NA
2020,Spartanburg School District Seven,4207999,610 Dupre Drive ,Spartanburg,SC,29307,PK-12,7052,864-594-4400,www.spartanburg7.org,Mr. Jeff Stevens,Mr. Sanders Lee,655,Spartanburg 07,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,17.6,17.6,17.5,5.4,17.2,NA,NA,NA,NA,NA,NA,54,85.714285714,90.532544379,82.239382239,85.365853659,-1,86.956521739,3.5,86.8,63.5,17.5,54327,NA,18.7,36.1,10,100,100,1.6,19.4,72.1,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,46,1187,1048,0,0,31,0,46,7463,3678,3785,3920,2298,0,NA,1245,49.28313010853544,50.716869891464555,0,52.5257939166555,30.791906739916925,16.682299343427577,NA,NA,NA,NA
2018,Sumter Schools,4301999,1345 Wilson Hall Road,Sumter,SC,29151,PK-12,15586,8034696900,http://sumterschools.net/,Dr. Penelope Martin-Knox,Dr. Barbara R. Jackson,935,Sumter 01,D,27.5,38.5,31.2,37.8,40.9,NA,30.3,36.6,17.8,37.2,45,40.6,16.1,50.099999999999994,33.7,41.9,26.2,41.4,45.4,14.1,16.2,15.9,16.3,5.4,16,16.8,21.7,55.3,9,2.1,45.6,45.2,80.745814307,80.722891566,80.476190476,80,-1,100,2,86.7,59.9,NA,49513,87.7,16.2,NA,1,100,100,1.4,19.1,72.71,52.4,82614,NA,19.1,NA,NA,83.3,70.2,1051,90.7,92.1,92.1,2,0,8,0,0,0,0,0,39,0,0,244,NA,NA,NA,NA,NA,8,283,16540,8203,8333,10178,4992,4,4301999,1370,49.59492140266022,50.38089480048368,0.02418379685610641,61.535671100362755,30.1813784764208,8.282950423216445,NA,NA,NA,NA
2019,Sumter Schools,4301999,1345 Wilson Hall Road,Sumter,SC,29151,PK-12,15586,8034696900,http://sumterschools.net/,Dr. Penelope Martin-Knox,Dr. Barbara R. Jackson,935,Sumter 01,D,30.6,39.5,30.4,38.6,37.3,NA,36.3,38.7,19.5,38.2,42.2,36.7,15.6,42.2,42.2,37.3,24.200000000000003,34.2,48.4,14.6,16.3,16.1,16.4,5,16,12.3,27.7,58.7,9.1,4.8,50,44.7,83.663366337,84.031413613,83.26848249,82.5,-1,100,2.4,86.3,60.2,NA,50138,86.1,17.2,NA,2,100,100,2.3,18.7,74.37,50.2,91716,9119,NA,NA,NA,85,70,1123,69.6,93.5,1005,2,0,7,0,0,0,0,0,48,0,0,258,3002,2608,1,9,78,7,306,16335,8070,8265,10016,4924,0,NA,1395,49.403122130394856,50.59687786960514,0,61.31619222528314,30.143862871135596,8.539944903581267,NA,NA,NA,NA
2019,Sumter Schools,4301999,1345 Wilson Hall Road,Sumter,SC,29151,PK-12,15586,8034696900,http://sumterschools.net/,Dr. Penelope Martin-Knox,Dr. Barbara R. Jackson,935,Sumter 01,D,30.6,39.5,30.4,38.6,37.3,NA,36.3,38.7,19.5,38.2,42.2,36.7,15.6,42.2,42.2,37.3,24.200000000000003,34.2,48.4,14.6,16.3,16.1,16.4,5,16,12.3,27.7,58.7,9.1,4.8,50,44.7,83.663366337,84.031413613,83.26848249,82.5,-1,100,2.4,86.3,60.2,NA,50138,86.1,17.2,NA,2,100,100,2.3,18.7,74.37,50.2,91716,9119,NA,NA,NA,85,70,1123,69.6,93.5,1005,2,0,7,0,0,0,0,0,48,0,0,258,3002,2608,1,9,78,7,306,16335,8070,8265,10016,4924,0,NA,1395,49.403122130394856,50.59687786960514,0,61.31619222528314,30.143862871135596,8.539944903581267,NA,NA,NA,NA
2021,Sumter Schools,4301999,1345 Wilson Hall Road,Sumter,SC,29151,PK-12,15586,8034696900,http://sumterschools.net/,Dr. Penelope Martin-Knox,Dr. Barbara R. Jackson,935,Sumter 01,D,24.9,46.8,18.4,55.4,28.6,NA,47.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,15.8,15.6,16.2,5.1,15.4,4.9,22,28.9,7.1,1.6,23.5,25.1,80.155979203,80.225988701,79.668049793,83.333333333,-1,90.476190476,1.8,88.7,63.5294117647059,12.1,52139.6225,NA,17.9,18.5,2,100,100,1.6,11.9,75.5,53.3,87575,NA,11.9,2877,482,86.6,69.8,1042,96.3,87,87,3,0,2,0,0,0,0,0,3,0,0,17,131,298,0,1,10,2,20,15447,7625,7822,9723,4290,0,NA,1434,49.362335728620444,50.637664271379556,0,62.94426102155758,27.772382986987765,9.283355991454652,3.092518927242397,96.9074810727576,18.4588733478763,81.5411266521237
2017,Sumter Schools,4301999,1345 Wilson Hall Road,Sumter,SC,29151,PK-12,15586,8034696900,http://sumterschools.net/,Dr. Penelope Martin-Knox,Dr. Barbara R. Jackson,935,Sumter 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,15.8,15.6,16,5,15.3,14.4,NA,NA,NA,NA,NA,NA,84.148397976,85.175879397,83.26585695,87.5,-1,100,2.3,NA,58.6,NA,48556,NA,12.7,14.505403159,4,NA,NA,1.3,NA,71.3,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16925,8346,8579,10718,5185,NA,NA,1022,49.31166912850812,50.68833087149187,NA,63.326440177252586,30.635155096011818,6.038404726735598,NA,NA,NA,NA
2020,Sumter Schools,4301999,1345 Wilson Hall Road,Sumter,SC,29151,PK-12,15586,8034696900,http://sumterschools.net/,Dr. Penelope Martin-Knox,Dr. Barbara R. Jackson,935,Sumter 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16.1,15.6,16.1,5,15.6,NA,NA,NA,NA,NA,NA,62.3,81.123792801,81.492537313,80.649526387,82.978723404,-1,92.307692308,2.2,87,61.9,6.1,51895,NA,16.8,8.7,1,100,100,2.5,21.6,74.2,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,10,0,0,0,0,0,33,0,0,136,2130,1890,0,14,44,10,169,16257,8010,8247,9954,4854,0,NA,1449,49.2710832256874,50.7289167743126,0,61.22900904225872,29.8579073629821,8.91308359475918,NA,NA,NA,NA
2018,Union County Schools,4401999,130 West Main Street,Union,SC,29379,PK-12,3814,864-429-1740,www.union.k12.sc.us,Mr. Joey Haney,Mr. Gene Lipsey,269,Union 01,D,29.4,34.6,33.4,32.9,38.8,NA,29.9,40,19.6,35.6,44.7,45,22.4,42.4,35.3,45.8,32.099999999999994,33.4,39.5,15.2,16.1,16.1,16.7,6.6,16.1,17.2,27.9,55.4,5.2,1.7,51.1,NA,76,70,85.123966942,-1,-1,-1,1.6,87.8,55.3,NA,47750,88.3,8.9,NA,2,100,0,1.1,20.5,76.85,58.4,80612,NA,20.5,NA,NA,84.1,64.7,419,95.9,94.5,94.5,1,0,0,0,0,1,0,0,1,0,0,57,NA,NA,NA,NA,NA,0,59,4001,1912,2089,1471,2176,0,4401999,354,47.78805298675331,52.211947013246686,0,36.76580854786303,54.386403399150204,8.847788052986754,NA,NA,NA,NA
2019,Union County Schools,4401999,130 West Main Street,Union,SC,29379,PK-12,3814,864-429-1740,www.union.k12.sc.us,Mr. Joey Haney,Mr. Gene Lipsey,269,Union 01,D,30.9,36.3,31.8,32.8,37.2,NA,35.4,43.1,22.8,37.2,40,44.5,20.700000000000003,43.1,36.2,45.5,29.299999999999997,35.5,41.7,15.3,16.9,16.4,17.8,5.3,16.7,12.3,42.9,60.4,8,7.5,54.7,NA,74.827586207,71.604938272,78.861788618,-1,-1,-1,6.7,86.1,56.4,NA,48611,88.2,12.3,NA,3,100,65,1.2,14.1,77.15,56.2,83943,9112,NA,NA,NA,86.5,67.1,417,91.1,99.1,237,1,0,1,0,0,0,0,0,9,0,0,79,586,850,12,6,14,1,88,3964,1913,2051,1428,2136,0,NA,399,48.25933400605449,51.74066599394551,0,36.02421796165489,53.884964682139255,10.065590312815338,NA,NA,NA,NA
2019,Union County Schools,4401999,130 West Main Street,Union,SC,29379,PK-12,3814,864-429-1740,www.union.k12.sc.us,Mr. Joey Haney,Mr. Gene Lipsey,269,Union 01,D,30.9,36.3,31.8,32.8,37.2,NA,35.4,43.1,22.8,37.2,40,44.5,20.700000000000003,43.1,36.2,45.5,29.299999999999997,35.5,41.7,15.3,16.9,16.4,17.8,5.3,16.7,12.3,42.9,60.4,8,7.5,54.7,NA,74.827586207,71.604938272,78.861788618,-1,-1,-1,6.7,86.1,56.4,NA,48611,88.2,12.3,NA,3,100,65,1.2,14.1,77.15,56.2,83943,9112,NA,NA,NA,86.5,67.1,417,91.1,99.1,237,1,0,1,0,0,0,0,0,9,0,0,79,586,850,12,6,14,1,88,3964,1913,2051,1428,2136,0,NA,399,48.25933400605449,51.74066599394551,0,36.02421796165489,53.884964682139255,10.065590312815338,NA,NA,NA,NA
2021,Union County Schools,4401999,130 West Main Street,Union,SC,29379,PK-12,3814,864-429-1740,www.union.k12.sc.us,Mr. Joey Haney,Mr. Gene Lipsey,269,Union 01,D,27,42.3,22,47.5,30.9,NA,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,17.5,16.3,17.6,5.8,16.9,3.1,20.8,43.8,23.3,4.2,35.4,38.1,70.833333333,65.454545455,78.151260504,-1,-1,-1,4.6,88.6,57.6680282213145,12.6,53865.2409638554,NA,7.5,14.5,1,100,100,1.2,14.1,78.8,56.4,87028,NA,14.1,912,33,90.2,63.4,298,97.3,87.7,87.7,1,0,2,0,0,0,0,0,2,0,0,28,333,519,3,4,6,2,30,3740,1807,1933,1375,1947,0,NA,418,48.31550802139037,51.68449197860963,0,36.76470588235294,52.05882352941177,11.176470588235295,0.865233350812795,99.1347666491872,23.911903513371787,76.08809648662822
2017,Union County Schools,4401999,130 West Main Street,Union,SC,29379,PK-12,3814,864-429-1740,www.union.k12.sc.us,Mr. Joey Haney,Mr. Gene Lipsey,269,Union 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,16,16,16.6,5.6,16,17.3,NA,NA,NA,NA,NA,NA,75.649350649,76.470588235,76.068376068,-1,-1,-1,4,NA,55.3,NA,48342,NA,8.2,75.126903553,1,NA,NA,2.4,NA,75.3,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4016,1942,2074,1746,2195,NA,NA,75,48.35657370517929,51.64342629482071,NA,43.47609561752988,54.65637450199203,1.8675298804780878,NA,NA,NA,NA
2020,Union County Schools,4401999,130 West Main Street,Union,SC,29379,PK-12,3814,864-429-1740,www.union.k12.sc.us,Mr. Joey Haney,Mr. Gene Lipsey,269,Union 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,16.7,16.1,17.6,5.6,16.4,NA,NA,NA,NA,NA,NA,24,76.721311475,76.966292135,76.271186441,-1,-1,NA,3.8,87.9,58.9,9.2,52439,NA,7.2,13.8,4,100,52,1.5,11.9,78.1,54.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0,0,11,0,0,28,479,721,4,3,10,3,39,3974,1922,2052,1447,2116,0,NA,411,48.36436839456467,51.63563160543533,0,36.411675893306494,53.246099647710125,10.342224458983392,NA,NA,NA,NA
2018,Williamsburg County School District,4501999,500 N. Academy Street,Kingstree,SC,29556,PK-12,3194,843-355-5571,www.wcsd.k12.sc.us,Dr. Rose H. Wilder,N/A,198,Williamsburg 01,D,23.6,37.6,18.2,44.6,21.8,NA,46.4,25.1,7,40.5,52.6,39.6,14.2,54.599999999999994,31.2,34.1,13,50.3,49.1,13.3,14.1,14.9,15.7,6,14.6,5.6,23.5,37.3,7.5,0,32.1,NA,80.63583815,52.941176471,81.846153846000007,-1,NA,-1,0.1,72,54.5,0,44009,92.8,5.7,NA,0.25,100,75,2.6,NA,90.44,49.3,76565,NA,NA,NA,NA,80,74.2,335,91.2,90.3,90.3,1,0,0,0,0,0,0,0,7,0,0,126,NA,NA,NA,NA,NA,0,133,3824,1855,1969,3516,215,0,4501999,93,48.50941422594142,51.49058577405857,0,91.94560669456067,5.622384937238493,2.432008368200837,NA,NA,NA,NA
2019,Williamsburg County School District,4501999,500 N. Academy Street,Kingstree,SC,29556,PK-12,3194,843-355-5571,www.wcsd.k12.sc.us,Dr. Rose H. Wilder,N/A,198,Williamsburg 01,D,25.1,38.8,21.9,44.7,19,NA,54.7,27.6,10.2,36.400000000000006,53.4,31.1,12.7,40,47.3,25.3,10.6,36.3,58.6,13.7,14.7,15.8,15.3,5.1,15,8.8,26.5,47.4,18.1,0,36.3,NA,73.144876325,61.538461538,74.060150376,-1,-1,-1,1.7,71.5,58.8,NA,46338,87,5.3,NA,1.5,100,98,2.6,16.2,90.8,44.6,82836,8238,NA,NA,NA,84.9,68,344,79.7,95.10000000000001,182,2,0,0,0,0,0,0,0,13,0,0,78,463,1355,1,6,32,0,91,3468,1694,1774,3179,174,0,NA,115,48.84659746251442,51.15340253748558,0,91.66666666666666,5.017301038062284,3.3160322952710493,NA,NA,NA,NA
2019,Williamsburg County School District,4501999,500 N. Academy Street,Kingstree,SC,29556,PK-12,3194,843-355-5571,www.wcsd.k12.sc.us,Dr. Rose H. Wilder,N/A,198,Williamsburg 01,D,25.1,38.8,21.9,44.7,19,NA,54.7,27.6,10.2,36.400000000000006,53.4,31.1,12.7,40,47.3,25.3,10.6,36.3,58.6,13.7,14.7,15.8,15.3,5.1,15,8.8,26.5,47.4,18.1,0,36.3,NA,73.144876325,61.538461538,74.060150376,-1,-1,-1,1.7,71.5,58.8,NA,46338,87,5.3,NA,1.5,100,98,2.6,16.2,90.8,44.6,82836,8238,NA,NA,NA,84.9,68,344,79.7,95.10000000000001,182,2,0,0,0,0,0,0,0,13,0,0,78,463,1355,1,6,32,0,91,3468,1694,1774,3179,174,0,NA,115,48.84659746251442,51.15340253748558,0,91.66666666666666,5.017301038062284,3.3160322952710493,NA,NA,NA,NA
2021,Williamsburg County School District,4501999,500 N. Academy Street,Kingstree,SC,29556,PK-12,3194,843-355-5571,www.wcsd.k12.sc.us,Dr. Rose H. Wilder,N/A,198,Williamsburg 01,D,19,47.7,10,65.9,9.8,NA,70.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,15.2,15.6,15.8,5.6,15.1,3.3,21.8,33.6,13.7,0,25.1,NA,66.123778502,44.444444444,67.595818815,-1,NA,-1,2.7,79.4,60.1010101010101,5.4,49405.5681818182,NA,3.7,59.8,3,100,100,0.4,16.8,91.7,50.4,85576,NA,16.8,668,23,85.6,68.4,287,92.9,89.3,89.3,0,0,0,0,0,0,0,0,0,0,0,8,0,191,4,0,3,0,8,3147,1548,1599,2849,201,0,NA,97,49.18970448045758,50.81029551954243,0,90.53066412456307,6.3870352716873215,3.082300603749603,0.720100187852223,99.27989981214778,20.91421415153413,79.08578584846587
2017,Williamsburg County School District,4501999,500 N. Academy Street,Kingstree,SC,29556,PK-12,3194,843-355-5571,www.wcsd.k12.sc.us,Dr. Rose H. Wilder,N/A,198,Williamsburg 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,14,14.8,15.7,5.7,14.5,5.6,NA,NA,NA,NA,NA,NA,83.229813665,25,86.138613861,-1,NA,NA,0.7,NA,59.2,NA,44526,NA,5.4,31.868131868,3,NA,NA,3.3,NA,89.6,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059,1968,2091,3764,241,NA,NA,54,48.484848484848484,51.515151515151516,NA,92.73220004927322,5.937423010593743,1.3303769401330376,NA,NA,NA,NA
2020,Williamsburg County School District,4501999,500 N. Academy Street,Kingstree,SC,29556,PK-12,3194,843-355-5571,www.wcsd.k12.sc.us,Dr. Rose H. Wilder,N/A,198,Williamsburg 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15.1,15.4,15.4,5.6,14.8,NA,NA,NA,NA,NA,NA,24,84.265734266,-1,85.661764706,-1,NA,-1,3,76.4,62.2,3.6,47690,NA,5.1,NA,NA,100,94.5,3.2,11.9,89.9,51.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,2,0,0,46,308,1047,4,0,13,1,48,3348,1649,1699,3054,197,0,NA,97,49.25328554360812,50.74671445639187,0,91.21863799283155,5.884109916367981,2.897252090800478,NA,NA,NA,NA
2018,York School District One,4601999,1475 East Liberty St,York,SC,29745,PK-12,4889,803-684-9916,www.york.k12.sc.us,Kelly Coxe,Diane Howell,362,York 01,D,32.6,32.1,46.6,22.8,45.9,NA,27.4,53.7,30.2,41.8,28,60.7,33.400000000000006,45.5,21,59.3,43.2,34.3,27.8,17.1,18.8,18,18.8,5.8,18.3,33.9,46.6,66.1,7,10,60.7,51.9,85.046728972,83.219178082,87.628865979,96.153846154,-1,-1,1.4,90.3,62.1,NA,51363,88.8,13.3,NA,9,100,0,1.6,14.9,67.26,54.5,82338,NA,14.9,NA,NA,81.3,63.4,481,90.8,96.8,96.8,1,0,3,0,0,0,0,0,5,0,0,79,NA,NA,NA,NA,NA,3,84,5192,2540,2652,984,3450,0,4601999,758,48.92141756548536,51.078582434514644,0,18.952234206471495,66.44838212634822,14.599383667180277,NA,NA,NA,NA
2019,York School District One,4601999,1475 East Liberty St,York,SC,29745,PK-12,4889,803-684-9916,www.york.k12.sc.us,Kelly Coxe,Diane Howell,362,York 01,D,37.3,30.4,46.5,24,48.4,NA,29.6,57.9,32.5,40.8,26.7,58.7,34.900000000000006,40.3,24.7,48.5,34.7,30.400000000000002,35.2,18.2,19.5,18.8,19.4,6.5,19.1,30.4,49.3,71.7,13.3,22.7,62.6,48,81.907090465,83.108108108,80.769230769,77.272727273,-1,-1,3.2,87.7,64,NA,51713,87.9,16.3,NA,1,100,0,1.8,15.1,67.92,54.8,79062,10523,NA,NA,NA,85.5,64.5,519,77,98,309,1,0,0,0,0,0,0,0,19,0,0,42,877,505,10,23,35,0,61,5160,2514,2646,949,3405,0,NA,806,48.72093023255814,51.27906976744187,0,18.391472868217054,65.98837209302324,15.62015503875969,NA,NA,NA,NA
2019,York School District One,4601999,1475 East Liberty St,York,SC,29745,PK-12,4889,803-684-9916,www.york.k12.sc.us,Kelly Coxe,Diane Howell,362,York 01,D,37.3,30.4,46.5,24,48.4,NA,29.6,57.9,32.5,40.8,26.7,58.7,34.900000000000006,40.3,24.7,48.5,34.7,30.400000000000002,35.2,18.2,19.5,18.8,19.4,6.5,19.1,30.4,49.3,71.7,13.3,22.7,62.6,48,81.907090465,83.108108108,80.769230769,77.272727273,-1,-1,3.2,87.7,64,NA,51713,87.9,16.3,NA,1,100,0,1.8,15.1,67.92,54.8,79062,10523,NA,NA,NA,85.5,64.5,519,77,98,309,1,0,0,0,0,0,0,0,19,0,0,42,877,505,10,23,35,0,61,5160,2514,2646,949,3405,0,NA,806,48.72093023255814,51.27906976744187,0,18.391472868217054,65.98837209302324,15.62015503875969,NA,NA,NA,NA
2021,York School District One,4601999,1475 East Liberty St,York,SC,29745,PK-12,4889,803-684-9916,www.york.k12.sc.us,Kelly Coxe,Diane Howell,362,York 01,D,33.9,33,30.6,35.9,39.4,NA,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,18.9,18,18.2,5.8,18.1,9.8,29,58,23.7,3.4,48.8,29.5,82.058047493,81.818181818,80.64516129,85.185185185,-1,-1,1.7,89.6,66.5745856353591,12.1,54741.3079365079,NA,16.7,18.4,2.5,100,75,1,8.3,67.2,56.1,85175,NA,8.3,1146,309,91.4,60.3,818,98.6,80.4,80.4,1,0,0,0,0,0,0,0,17,0,0,8,248,187,0,0,8,0,25,4834,2319,2515,892,3077,0,NA,865,47.97269342159702,52.02730657840298,0,18.452627223831193,63.65328920148945,17.894083574679353,6.320310902024954,93.67968909797504,23.44037635508284,76.55962364491717
2017,York School District One,4601999,1475 East Liberty St,York,SC,29745,PK-12,4889,803-684-9916,www.york.k12.sc.us,Kelly Coxe,Diane Howell,362,York 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,17.8,17.5,18.2,6.3,17.6,29.1,NA,NA,NA,NA,NA,NA,90.379746835,89.090909091,91.954022989,95.454545455,-1,-1,2.6,NA,62.8,NA,51394,NA,11.9,13.235294118,8,NA,NA,1.8,NA,65.8,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5187,2515,2672,1174,3463,NA,NA,550,48.48660111818007,51.51339888181994,NA,22.63350684403316,66.76306149990361,10.603431656063234,NA,NA,NA,NA
2020,York School District One,4601999,1475 East Liberty St,York,SC,29745,PK-12,4889,803-684-9916,www.york.k12.sc.us,Kelly Coxe,Diane Howell,362,York 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,18,17.6,17.6,5.6,17.5,NA,NA,NA,NA,NA,NA,45.4,83.687943262,82.867132867,84.88372093,85.365853659,-1,-1,2.8,89.3,63.6,10.9,54470,NA,16.6,15.5,1,100,48.5,1.4,14.4,66.9,55.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,11,0,0,11,642,356,3,13,25,1,22,5205,2548,2657,944,3409,0,NA,852,48.95292987512008,51.04707012487992,0,18.13640730067243,65.49471661863593,16.368876080691646,NA,NA,NA,NA
2018,Clover School District (York 2),4602999,604 Bethel Street,Clover,SC,29710,PK-12,8372,803-810-8000,https://www.clover.k12.sc.us/,Dr. Sheila Quinn,Mack McCarter,594,York 02,D,59.1,12.4,66.7,11.4,71.8,NA,11.3,68.6,45.5,39.3,15.2,83.6,67,25,8,77.7,63.199999999999996,22.9,13.5,20.5,21.5,20.7,21,7.7,21,48.9,54.6,76.4,6.7,0,74.1,59.8,91.083916084,91.228070175,88.524590164,91.304347826,80,100,0.7,91.5,64.1,NA,52985,89.3,21.9,NA,11,100,100,1.1,11.8,36.2,55.5,89963,NA,11.8,NA,NA,91.1,71.3,495,93.5,98.5,98.5,0,0,2,0,0,0,0,0,2,0,0,43,NA,NA,NA,NA,NA,2,45,7763,3699,4064,750,6003,0,4602999,1010,47.649104727553784,52.350895272446216,0,9.66121344840912,77.3283524410666,13.010434110524283,NA,NA,NA,NA
