district,school,school_id,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,type_special,year,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,len_str,tchreturn3yr_avg_pct_curr_yr,tchadvdegree_pct_curr_yr,tchinexperienced_pct_curr_yr,tchsalary_avg_curr_yr,tech_pct_class_wireless_curr_yr,tech_oneto_one_curr_yr,retained_pct_curr_yr,chronic_absenteeism_rate,gpercent_overall,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,percent_in_poverty
"Richland School
District One",W.J. Keenan High School,4001012,"361 Pisgah Church
Rd.",Columbia,SC,29203,9-12,725,803-714-2500,http://keenan.richlandone.org,Vondre' T. Whaley,56,NA,2018,H,NA,NA,NA,NA,NA,NA,NA,NA,84.8,74.5,6.9,53256,100,100,3.6,50,70.760233918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",W.J. Keenan High School,4001012,"361 Pisgah Church
Rd.",Columbia,SC,29203,9-12,725,803-714-2500,http://keenan.richlandone.org,Vondre' T. Whaley,56,NA,2019,H,NA,NA,NA,NA,NA,NA,NA,NA,86,79.2,0,54035,100,100,8.2,23.7,77.777777778,683,349,334,635,17,NA,0,592,31,51.09809663250366,48.90190336749634,0,92.97218155197658,2.4890190336749636,4.538799414348463,86.67642752562226
"Richland School
District One",W.J. Keenan High School,4001012,"361 Pisgah Church
Rd.",Columbia,SC,29203,9-12,725,803-714-2500,http://keenan.richlandone.org,Vondre' T. Whaley,56,NA,2020,H,NA,NA,NA,NA,NA,NA,NA,NA,85,82.7,0,58147,NA,NA,5.2,21.2,80.24691358,683,351,332,635,7,NA,0,596,41,51.3909224011713,48.6090775988287,0,92.97218155197658,1.0248901903367496,6.002928257686676,87.26207906295754
"Richland School
District One",W.J. Keenan High School,4001012,"361 Pisgah Church
Rd.",Columbia,SC,29203,9-12,725,803-714-2500,http://keenan.richlandone.org,Vondre' T. Whaley,56,NA,2021,H,NA,NA,NA,NA,NA,NA,NA,NA,88.9,76.7857142857143,8.3,57112.1938,100,100,6.2,9.6,85.333333333,695,346,349,637,9,NA,0,605,49,49.7841726618705,50.21582733812949,0,91.65467625899281,1.2949640287769784,7.0503597122302155,87.05035971223022
"Richland School
District One","Lower Richland High
School",4001013,"2615 Lower Richland
Boulevard",Hopkins,SC,29061,9-12,1200,803-695-3007,https://www.richlandone.org/Domain/52,"Ericka R. Hursey,
Ed. D.",79,NA,2017,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52287,NA,NA,7.5,NA,76.751592357,1158,551,607,1047,71,NA,NA,NA,40,47.582037996545765,52.417962003454235,NA,90.41450777202073,6.13126079447323,3.454231433506045,NA
"Richland School
District One","Lower Richland High
School",4001013,"2615 Lower Richland
Boulevard",Hopkins,SC,29061,9-12,1200,803-695-3007,https://www.richlandone.org/Domain/52,"Ericka R. Hursey,
Ed. D.",79,NA,2018,H,NA,NA,NA,NA,NA,NA,NA,NA,77.6,71.6,17.9,52539,100,100,3.4,42.5,75.083056478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One","Lower Richland High
School",4001013,"2615 Lower Richland
Boulevard",Hopkins,SC,29061,9-12,1200,803-695-3007,https://www.richlandone.org/Domain/52,"Ericka R. Hursey,
Ed. D.",79,NA,2019,H,NA,NA,NA,NA,NA,NA,NA,NA,82.4,67.4,6.9,52747,100,100,6.7,25.2,81.318681319,1096,555,541,945,65,NA,0,855,86,50.638686131386855,49.36131386861314,0,86.22262773722628,5.930656934306569,7.846715328467154,78.01094890510949
"Richland School
District One","Lower Richland High
School",4001013,"2615 Lower Richland
Boulevard",Hopkins,SC,29061,9-12,1200,803-695-3007,https://www.richlandone.org/Domain/52,"Ericka R. Hursey,
Ed. D.",79,NA,2020,H,NA,NA,NA,NA,NA,NA,NA,NA,84,69.6,7.4,56130,NA,NA,6.8,24.9,81.818181818,1105,576,529,950,57,NA,0,858,98,52.12669683257919,47.873303167420815,0,85.97285067873304,5.158371040723981,8.868778280542987,77.64705882352942
"Richland School
District One","Lower Richland High
School",4001013,"2615 Lower Richland
Boulevard",Hopkins,SC,29061,9-12,1200,803-695-3007,https://www.richlandone.org/Domain/52,"Ericka R. Hursey,
Ed. D.",79,NA,2021,H,NA,NA,NA,NA,NA,NA,NA,NA,86.9,78.4810126582278,16.1,55712.5008333333,100,100,6.7,16.4,85.512367491,1176,608,568,1009,55,NA,0,926,112,51.70068027210885,48.29931972789115,0,85.79931972789116,4.67687074829932,9.523809523809524,78.74149659863946
"Richland School
District One",St. Andrews Middle School,4001016,1231 Bluefield Road,Columbia,SC,29210,6-8,795,803-731-8910,https://richlandone.org/Domain/44,"Jametta
Hodges-Stewart",57,NA,2017,M,23.6,38.1,17.900000000000002,46.7,33.3,38.7,NA,7,NA,NA,NA,51070,NA,NA,0.8,NA,NA,629,312,317,563,20,NA,NA,NA,46,49.60254372019078,50.39745627980922,NA,89.50715421303657,3.1796502384737675,7.3131955484896665,NA
"Richland School
District One",St. Andrews Middle School,4001016,1231 Bluefield Road,Columbia,SC,29210,6-8,795,803-731-8910,https://richlandone.org/Domain/44,"Jametta
Hodges-Stewart",57,NA,2018,M,20.2,40.3,14.1,55.9,30.4,NA,44.1,7,80.4,75.5,20,51543,100,100,0.6,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",St. Andrews Middle School,4001016,1231 Bluefield Road,Columbia,SC,29210,6-8,795,803-731-8910,https://richlandone.org/Domain/44,"Jametta
Hodges-Stewart",57,NA,2019,M,28.4,32,13.8,50.4,25.9,NA,46.4,7,83.4,75,8.7,53256,100,100,0.1,13.5,NA,707,347,360,607,26,NA,0,632,74,49.08062234794908,50.919377652050926,0,85.85572842998586,3.6775106082036775,10.466760961810467,89.3917963224894
"Richland School
District One",St. Andrews Middle School,4001016,1231 Bluefield Road,Columbia,SC,29210,6-8,795,803-731-8910,https://richlandone.org/Domain/44,"Jametta
Hodges-Stewart",57,NA,2021,M,19,49,9.8,66.8,19.3,NA,62.5,7,80.7,71.9298245614035,9.5,53622.1191666667,100,100,0,12.7,NA,777,368,409,678,16,NA,0,731,83,47.361647361647364,52.638352638352636,0,87.25868725868726,2.0592020592020592,10.682110682110682,94.07979407979408
"Richland School
District One",St. Andrews Middle School,4001016,1231 Bluefield Road,Columbia,SC,29210,6-8,795,803-731-8910,https://richlandone.org/Domain/44,"Jametta
Hodges-Stewart",57,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,78.9,73.6,9.1,54076,NA,NA,0.3,7.3,NA,749,366,383,668,12,NA,0,691,69,48.865153538050734,51.134846461949266,0,89.18558077436583,1.602136181575434,9.212283044058744,92.25634178905207
"Richland School
District One",Alcorn Middle School,4001019,5125 Fairfield Rd.,Columbia,SC,29203,6-8,417,803-735-3439,https://www.richlandone.org/Domain/8,Cedric L. Wright,39,NA,2017,M,21.599999999999998,44.2,11.200000000000001,55.3,20.4,48.6,NA,7,NA,NA,NA,47474,NA,NA,0.3,NA,NA,366,194,172,320,6,NA,NA,NA,40,53.00546448087432,46.994535519125684,NA,87.43169398907104,1.639344262295082,10.92896174863388,NA
"Richland School
District One",Alcorn Middle School,4001019,5125 Fairfield Rd.,Columbia,SC,29203,6-8,417,803-735-3439,https://www.richlandone.org/Domain/8,Cedric L. Wright,39,NA,2018,M,20.4,40.8,14.2,60.6,19.3,NA,58.2,7,70.2,72.7,23.5,49348,100,100,0,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",Alcorn Middle School,4001019,5125 Fairfield Rd.,Columbia,SC,29203,6-8,417,803-735-3439,https://www.richlandone.org/Domain/8,Cedric L. Wright,39,NA,2019,M,26.5,35.5,17.8,48.6,24.6,NA,50.7,7,73.5,56.8,9.1,49948,100,100,0,20.3,NA,377,188,189,303,16,NA,0,348,58,49.86737400530504,50.132625994694955,0,80.37135278514589,4.244031830238726,15.384615384615385,92.3076923076923
"Richland School
District One",Alcorn Middle School,4001019,5125 Fairfield Rd.,Columbia,SC,29203,6-8,417,803-735-3439,https://www.richlandone.org/Domain/8,Cedric L. Wright,39,NA,2021,M,14.3,56.5,3,75.3,12.1,NA,66.7,7,74.8,58.974358974359,0,50901.8487096774,100,100,0,15.9,NA,409,181,228,341,9,NA,0,389,59,44.25427872860636,55.74572127139364,0,83.37408312958435,2.2004889975550124,14.425427872860636,95.11002444987776
"Richland School
District One",Alcorn Middle School,4001019,5125 Fairfield Rd.,Columbia,SC,29203,6-8,417,803-735-3439,https://www.richlandone.org/Domain/8,Cedric L. Wright,39,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,76.4,60.6,7.7,52440,NA,NA,0,21.3,NA,414,190,224,339,8,NA,0,397,67,45.893719806763286,54.106280193236714,0,81.88405797101449,1.932367149758454,16.183574879227052,95.89371980676329
"Richland School
District One",Arden Elementary School,4001020,1300 Ashley Street,Columbia,SC,29203,PK-5,238,803-735-3400,"https://www.richlandone.org//site/Default.aspx?Page
ID=11","Dr. Timothy
Blackwell",24,NA,2017,E,22.6,43.5,32.2,33.9,NA,NA,NA,7,NA,NA,NA,49965,NA,NA,1,NA,NA,332,149,183,266,1,NA,NA,NA,65,44.87951807228915,55.12048192771084,NA,80.12048192771084,0.30120481927710846,19.57831325301205,NA
"Richland School
District One",Arden Elementary School,4001020,1300 Ashley Street,Columbia,SC,29203,PK-5,238,803-735-3400,"https://www.richlandone.org//site/Default.aspx?Page
ID=11","Dr. Timothy
Blackwell",24,NA,2018,E,21.1,43.7,33.1,45.1,17.4,NA,47.8,7,82.7,63,20,49503,100,90,2.8,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",Arden Elementary School,4001020,1300 Ashley Street,Columbia,SC,29203,PK-5,238,803-735-3400,"https://www.richlandone.org//site/Default.aspx?Page
ID=11","Dr. Timothy
Blackwell",24,NA,2019,E,25.4,44.6,30.8,39.2,14.9,NA,46.8,7,79.1,64,23.1,51503,100,100,2.7,21.6,NA,288,132,156,220,4,NA,0,269,64,45.83333333333333,54.166666666666664,0,76.38888888888889,1.3888888888888888,22.22222222222222,93.40277777777779
"Richland School
District One",Arden Elementary School,4001020,1300 Ashley Street,Columbia,SC,29203,PK-5,238,803-735-3400,"https://www.richlandone.org//site/Default.aspx?Page
ID=11","Dr. Timothy
Blackwell",24,NA,2021,E,10.9,62,12.9,62.4,6.7,NA,70,7,67.5,63.8297872340426,22.2,54218.2895652174,100,100,0,7.4,NA,235,117,118,162,1,NA,0,216,72,49.787234042553195,50.212765957446805,0,68.93617021276596,0.425531914893617,30.638297872340424,91.91489361702128
"Richland School
District One",Arden Elementary School,4001020,1300 Ashley Street,Columbia,SC,29203,PK-5,238,803-735-3400,"https://www.richlandone.org//site/Default.aspx?Page
ID=11","Dr. Timothy
Blackwell",24,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,69.4,65.2,18.2,54790,NA,NA,1.7,20.8,NA,276,129,147,194,3,NA,0,258,79,46.73913043478261,53.2608695652174,0,70.28985507246377,1.0869565217391304,28.6231884057971,93.47826086956522
"Richland School
District One",Bradley Elementary School,4001024,3032 Pinebelt Road,Columbia,SC,29204,PK-5,378,803-738-7200,"https://www.richlandone.org//site/Default.aspx?Page
ID=13",Mrs. Kezia Myers,35,NA,2017,E,32.4,35.9,30.700000000000003,41,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.3,NA,NA,419,206,213,384,15,NA,NA,NA,20,49.16467780429594,50.83532219570406,NA,91.64677804295943,3.579952267303103,4.77326968973747,NA
"Richland School
District One",Bradley Elementary School,4001024,3032 Pinebelt Road,Columbia,SC,29204,PK-5,378,803-738-7200,"https://www.richlandone.org//site/Default.aspx?Page
ID=13",Mrs. Kezia Myers,35,NA,2018,E,38.4,34.9,39.5,38.4,40,NA,36.7,7,82.9,51.5,33.3,50361,100,96,0,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",Bradley Elementary School,4001024,3032 Pinebelt Road,Columbia,SC,29204,PK-5,378,803-738-7200,"https://www.richlandone.org//site/Default.aspx?Page
ID=13",Mrs. Kezia Myers,35,NA,2019,E,41.1,33.6,41.8,34.2,34.1,NA,34.1,7,81.6,61.3,15,51495,100,100,0.3,14.9,NA,425,195,230,373,15,NA,0,379,37,45.88235294117647,54.11764705882353,0,87.76470588235294,3.5294117647058822,8.705882352941176,89.17647058823529
"Richland School
District One",Bradley Elementary School,4001024,3032 Pinebelt Road,Columbia,SC,29204,PK-5,378,803-738-7200,"https://www.richlandone.org//site/Default.aspx?Page
ID=13",Mrs. Kezia Myers,35,NA,2021,E,35.2,40,23.6,43.3,28.9,NA,40,7,78.3,53.6231884057971,21.4,51663.031,100,100,0,9.4,NA,372,162,210,296,19,NA,0,331,57,43.54838709677419,56.451612903225815,0,79.56989247311827,5.10752688172043,15.32258064516129,88.97849462365592
"Richland School
District One",Bradley Elementary School,4001024,3032 Pinebelt Road,Columbia,SC,29204,PK-5,378,803-738-7200,"https://www.richlandone.org//site/Default.aspx?Page
ID=13",Mrs. Kezia Myers,35,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,79.7,59.5,12.5,52964,NA,NA,0.8,13.6,NA,424,180,244,342,28,NA,0,376,54,42.45283018867924,57.54716981132076,0,80.66037735849056,6.60377358490566,12.735849056603774,88.67924528301887
"Richland School
District One","Brennen Elementary
School",4001025,4438 Devereaux Road,Columbia,SC,29205,PK-5,758,803-738-7204,https://www.richlandone.org/brennen,Mark D. Shea,59,NA,2017,E,63.5,15.1,63.2,14.6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1.3,NA,NA,844,434,410,213,496,NA,NA,NA,135,51.421800947867304,48.5781990521327,NA,25.23696682464455,58.767772511848335,15.995260663507107,NA
"Richland School
District One","Brennen Elementary
School",4001025,4438 Devereaux Road,Columbia,SC,29205,PK-5,758,803-738-7204,https://www.richlandone.org/brennen,Mark D. Shea,59,NA,2018,E,63.9,16.7,65.7,16,71.6,NA,9.2,7,89.1,69.1,5.3,52551,100,52,0.2,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One","Brennen Elementary
School",4001025,4438 Devereaux Road,Columbia,SC,29205,PK-5,758,803-738-7204,https://www.richlandone.org/brennen,Mark D. Shea,59,NA,2019,E,72.1,12.2,73.1,11,72.2,NA,16,7,91.1,65,5.3,52015,100,100,1.3,4.4,NA,840,417,423,187,501,NA,0,338,152,49.642857142857146,50.357142857142854,0,22.26190476190476,59.64285714285714,18.095238095238095,40.23809523809524
"Richland School
District One","Brennen Elementary
School",4001025,4438 Devereaux Road,Columbia,SC,29205,PK-5,758,803-738-7204,https://www.richlandone.org/brennen,Mark D. Shea,59,NA,2021,E,63.8,18.4,62.2,20.6,67,NA,18.4,7,91.4,70.9401709401709,8.6,56574.3034545454,100,100,1.2,1.5,NA,755,362,393,215,405,NA,0,342,135,47.94701986754967,52.05298013245033,0,28.47682119205298,53.64238410596026,17.880794701986755,45.29801324503311
"Richland School
District One","Brennen Elementary
School",4001025,4438 Devereaux Road,Columbia,SC,29205,PK-5,758,803-738-7204,https://www.richlandone.org/brennen,Mark D. Shea,59,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,89.5,70,5.7,55758,NA,NA,0.5,3.6,NA,865,437,428,214,528,NA,0,333,123,50.52023121387283,49.47976878612717,0,24.739884393063583,61.040462427745666,14.219653179190752,38.49710982658959
"Richland School
District One",Annie Burnside Elementary,4001027,7300 Patterson Road,Columbia,SC,29209,PK-5,331,803-783-5530,burnside.richlandone.org,Janet Campbell,24,NA,2017,E,21,45,27.099999999999998,37.2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0,NA,NA,333,168,165,263,15,NA,NA,NA,55,50.45045045045045,49.549549549549546,NA,78.97897897897897,4.504504504504505,16.516516516516518,NA
"Richland School
District One",Annie Burnside Elementary,4001027,7300 Patterson Road,Columbia,SC,29209,PK-5,331,803-783-5530,burnside.richlandone.org,Janet Campbell,24,NA,2018,E,32.4,35.9,42.1,28.3,32.6,NA,43.5,7,68.3,52.2,23.5,48507,100,100,0,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",Annie Burnside Elementary,4001027,7300 Patterson Road,Columbia,SC,29209,PK-5,331,803-783-5530,burnside.richlandone.org,Janet Campbell,24,NA,2019,E,32.7,39.6,34,28.3,40.7,NA,22.2,7,74.4,66.7,18.8,48342,100,100,0.5,17.9,NA,390,203,187,278,15,NA,0,343,97,52.05128205128206,47.94871794871795,0,71.28205128205128,3.8461538461538463,24.871794871794872,87.94871794871794
"Richland School
District One",Annie Burnside Elementary,4001027,7300 Patterson Road,Columbia,SC,29209,PK-5,331,803-783-5530,burnside.richlandone.org,Janet Campbell,24,NA,2021,E,21.5,50.5,10.7,65,14.3,NA,64.3,7,82.5,41.6666666666667,36.4,50619.2817391304,100,100,0,5.2,NA,335,175,160,267,14,NA,0,298,54,52.23880597014925,47.76119402985074,0,79.70149253731343,4.179104477611941,16.119402985074625,88.95522388059702
"Richland School
District One",Annie Burnside Elementary,4001027,7300 Patterson Road,Columbia,SC,29209,PK-5,331,803-783-5530,burnside.richlandone.org,Janet Campbell,24,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,79.4,54.5,14.3,52513,NA,NA,0.3,14.9,NA,337,173,164,275,15,NA,0,309,47,51.33531157270029,48.6646884272997,0,81.60237388724035,4.451038575667656,13.94658753709199,91.69139465875371
"Richland School
District One",Crayton Middle School,4001031,5000 Clemson Avenue,Columbia,SC,29206,6-8,1012,803-738-7224,"https://www.richlandone.org//site/Default.aspx?Page
ID=67",Angela Burns,78,NA,2017,M,59.4,17,54.199999999999996,21.4,66.7,17.1,NA,7,NA,NA,NA,53446,NA,NA,0.4,NA,NA,1023,504,519,431,510,NA,NA,NA,82,49.266862170087975,50.733137829912025,NA,42.13098729227762,49.853372434017594,8.01564027370479,NA
"Richland School
District One",Crayton Middle School,4001031,5000 Clemson Avenue,Columbia,SC,29206,6-8,1012,803-738-7224,"https://www.richlandone.org//site/Default.aspx?Page
ID=67",Angela Burns,78,NA,2018,M,55.3,19,50.8,24.2,62.6,NA,19.5,7,80.9,64.7,23.3,50635,100,100,0,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",Crayton Middle School,4001031,5000 Clemson Avenue,Columbia,SC,29206,6-8,1012,803-738-7224,"https://www.richlandone.org//site/Default.aspx?Page
ID=67",Angela Burns,78,NA,2019,M,59.6,16.4,52.9,22,63.1,NA,20,7,82.8,63.6,29.7,50375,100,100,0.3,12.6,NA,1143,576,567,451,539,NA,0,589,153,50.39370078740157,49.60629921259843,0,39.45756780402449,47.15660542432196,13.385826771653544,51.531058617672784
"Richland School
District One",Crayton Middle School,4001031,5000 Clemson Avenue,Columbia,SC,29206,6-8,1012,803-738-7224,"https://www.richlandone.org//site/Default.aspx?Page
ID=67",Angela Burns,78,NA,2021,M,64.3,15.7,48.9,25.6,69.2,NA,19.2,7,85.9,60.2564102564103,28.2,51985.7161842105,100,100,0,6.5,NA,1003,492,511,394,481,NA,0,508,128,49.05284147557328,50.94715852442672,0,39.28215353938185,47.956131605184446,12.761714855433699,50.64805583250249
"Richland School
District One",Crayton Middle School,4001031,5000 Clemson Avenue,Columbia,SC,29206,6-8,1012,803-738-7224,"https://www.richlandone.org//site/Default.aspx?Page
ID=67",Angela Burns,78,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,86.2,61.5,19.4,53416,NA,NA,0.1,9.5,NA,1096,521,575,467,511,NA,0,563,118,47.53649635036496,52.46350364963504,0,42.60948905109489,46.62408759124087,10.766423357664232,51.368613138686136
"Richland School
District One","Caughman Road
Elementary",4001032,7725 Caughman Road,Columbia,SC,29201,PK-5,621,803-783-5534,www.richlandone.org,Shawn Hall,51,NA,2017,E,27.2,36.1,20.5,47,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0,NA,NA,693,336,357,574,81,NA,NA,NA,38,48.484848484848484,51.515151515151516,NA,82.82828282828282,11.688311688311687,5.483405483405483,NA
"Richland School
District One","Caughman Road
Elementary",4001032,7725 Caughman Road,Columbia,SC,29201,PK-5,621,803-783-5534,www.richlandone.org,Shawn Hall,51,NA,2018,E,28.8,35.3,29.1,41.1,33.7,NA,36.7,7,82.3,60,25.8,52303,100,100,0.3,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One","Caughman Road
Elementary",4001032,7725 Caughman Road,Columbia,SC,29201,PK-5,621,803-783-5534,www.richlandone.org,Shawn Hall,51,NA,2019,E,38.9,32.5,32.1,35.8,40.2,NA,33.3,7,81,58.7,10.3,51914,100,75,0.9,10.8,NA,646,324,322,490,70,NA,0,512,86,50.15479876160991,49.84520123839009,0,75.85139318885449,10.8359133126935,13.312693498452013,79.25696594427245
"Richland School
District One","Caughman Road
Elementary",4001032,7725 Caughman Road,Columbia,SC,29201,PK-5,621,803-783-5534,www.richlandone.org,Shawn Hall,51,NA,2021,E,26.9,41.1,20.9,54.6,28.8,NA,45.5,7,84.5,50.9803921568627,16.7,51380.2872340426,100,100,0.2,4.1,NA,635,297,338,467,75,NA,0,521,93,46.77165354330708,53.22834645669291,0,73.54330708661418,11.811023622047244,14.645669291338583,82.04724409448819
"Richland School
District One","Caughman Road
Elementary",4001032,7725 Caughman Road,Columbia,SC,29201,PK-5,621,803-783-5534,www.richlandone.org,Shawn Hall,51,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,84.1,56.5,7.4,54509,NA,NA,0.5,1.7,NA,704,354,350,515,79,NA,0,573,110,50.28409090909091,49.715909090909086,0,73.1534090909091,11.221590909090908,15.625,81.39204545454545
"Richland School
District One","W. G. Sanders Middle
School",4001034,3455 Pine Belt Road,Columbia,SC,29204,6-8,570,803-738-7575,sanders.richlandone.org,Andrenna A Smith,54,NA,2017,M,33.2,34.4,25.1,46.5,37.599999999999994,37.3,NA,7,NA,NA,NA,49353,NA,NA,0,NA,NA,440,214,226,375,51,NA,NA,NA,14,48.63636363636364,51.36363636363637,NA,85.22727272727273,11.59090909090909,3.1818181818181817,NA
"Richland School
District One","W. G. Sanders Middle
School",4001034,3455 Pine Belt Road,Columbia,SC,29204,6-8,570,803-738-7575,sanders.richlandone.org,Andrenna A Smith,54,NA,2018,M,35.5,33.6,28.2,41.8,31.4,NA,42,7,73.1,71.7,26.1,51112,100,100,0.4,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One","W. G. Sanders Middle
School",4001034,3455 Pine Belt Road,Columbia,SC,29204,6-8,570,803-738-7575,sanders.richlandone.org,Andrenna A Smith,54,NA,2019,M,39.8,26.6,28.5,37,36.9,NA,36.6,7,74.2,67.3,4,50734,100,100,0,20.8,NA,507,245,262,407,56,NA,0,389,44,48.32347140039448,51.67652859960552,0,80.27613412228797,11.045364891518737,8.678500986193294,76.72583826429981
"Richland School
District One","W. G. Sanders Middle
School",4001034,3455 Pine Belt Road,Columbia,SC,29204,6-8,570,803-738-7575,sanders.richlandone.org,Andrenna A Smith,54,NA,2021,M,30.1,39,11.9,58.1,30.7,NA,54.5,7,79.2,70.3703703703704,13.6,53595.4857692308,100,100,0,9.3,NA,550,282,268,445,55,NA,0,434,50,51.272727272727266,48.72727272727273,0,80.9090909090909,10,9.090909090909092,78.9090909090909
"Richland School
District One","W. G. Sanders Middle
School",4001034,3455 Pine Belt Road,Columbia,SC,29204,6-8,570,803-738-7575,sanders.richlandone.org,Andrenna A Smith,54,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,74.8,60.4,0,53925,NA,NA,0.2,23,NA,541,271,270,436,50,NA,0,421,55,50.09242144177449,49.90757855822551,0,80.59149722735674,9.242144177449168,10.166358595194085,77.81885397412199
"Richland School
District One",Gadsden Elementary,4001036,"1660 S. Goodwin
Circle",Gadsden,SC,29052,PK-5,146,803-353-2231,https://www.richlandone.org/Gadsden%20Elementary,David Thorpe,16,NA,2017,E,21.4,44.6,34,39.3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1.4,NA,NA,163,77,86,156,0,NA,NA,NA,7,47.239263803680984,52.760736196319016,NA,95.70552147239265,0,4.294478527607362,NA
"Richland School
District One",Gadsden Elementary,4001036,"1660 S. Goodwin
Circle",Gadsden,SC,29052,PK-5,146,803-353-2231,https://www.richlandone.org/Gadsden%20Elementary,David Thorpe,16,NA,2018,E,20,36.7,30,33.3,29.2,NA,25,7,78.6,60,20,53395,100,83,0,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",Gadsden Elementary,4001036,"1660 S. Goodwin
Circle",Gadsden,SC,29052,PK-5,146,803-353-2231,https://www.richlandone.org/Gadsden%20Elementary,David Thorpe,16,NA,2019,E,32.9,22.9,35.7,25.7,47.8,NA,30.4,7,73.4,62.5,0,54500,100,100,0.7,9.3,NA,170,85,85,155,0,NA,0,158,15,50,50,0,91.17647058823529,0,8.823529411764707,92.94117647058823
"Richland School
District One",Gadsden Elementary,4001036,"1660 S. Goodwin
Circle",Gadsden,SC,29052,PK-5,146,803-353-2231,https://www.richlandone.org/Gadsden%20Elementary,David Thorpe,16,NA,2021,E,31.7,36.6,24.4,41.5,41.7,NA,25,7,86.4,75,0,56206.53375,100,100,0,1.1,NA,141,71,70,130,5,NA,0,135,6,50.35460992907801,49.645390070921984,0,92.19858156028369,3.546099290780142,4.25531914893617,95.74468085106383
"Richland School
District One",Gadsden Elementary,4001036,"1660 S. Goodwin
Circle",Gadsden,SC,29052,PK-5,146,803-353-2231,https://www.richlandone.org/Gadsden%20Elementary,David Thorpe,16,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,83.1,68.8,0,57935,NA,NA,0,10.4,NA,160,77,83,146,5,NA,0,146,9,48.125,51.87500000000001,0,91.25,3.125,5.625,91.25
"Richland School
District One","Heyward Gibbes Middle
School",4001037,500 Summerlea Dr.,Columbia,SC,29203,6-8,324,803-343-2942,"https://www.richlandone.org//site/Default.aspx?Page
ID=69","Cedrick R. Tidwell,
Sr.",32,NA,2017,M,15.1,48.6,14.2,52.6,17.7,56.6,NA,7,NA,NA,NA,48077,NA,NA,0.6,NA,NA,338,188,150,328,2,NA,NA,NA,8,55.62130177514793,44.37869822485207,NA,97.0414201183432,0.591715976331361,2.366863905325444,NA
"Richland School
District One","Heyward Gibbes Middle
School",4001037,500 Summerlea Dr.,Columbia,SC,29203,6-8,324,803-343-2942,"https://www.richlandone.org//site/Default.aspx?Page
ID=69","Cedrick R. Tidwell,
Sr.",32,NA,2018,M,13.4,55.1,9.5,58.9,14.2,NA,66.7,7,77.1,62.1,11.1,49350,100,100,1.3,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
