district_x,school_x,school_id,report_card_type_p_e_m_h_d,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,year,district_y,school_y,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races,lat,lon
Spartanburg School District Three,Middle School Of Pacolet,4203027,M,850 Sunny Acres Road,Pacolet,SC,29372,6-8,235,864-279-6600,https://www.spartanburg3.org/middleschool of pacolet_home.aspx,Jean B. Brewington,18.0,2018,Spartanburg School District 3,Middle School Of Pacolet,M,29.0,38.0,35.3,21.3,48.8,,19.9,,,,,,,,,,34.9151523,-81.75787157832983
Spartanburg School District Three,Middle School Of Pacolet,4203027,M,850 Sunny Acres Road,Pacolet,SC,29372,6-8,235,864-279-6600,https://www.spartanburg3.org/middleschool of pacolet_home.aspx,Jean B. Brewington,18.0,2019,Spartanburg School District 3,Middle School Of Pacolet,M,31.4,20.8,37.7,25.6,52.8,,21.6,218.0,107.0,111.0,30.0,162.0,,0.0,145.0,26.0,34.9151523,-81.75787157832983
Spartanburg School District Three,Middle School Of Pacolet,4203027,M,850 Sunny Acres Road,Pacolet,SC,29372,6-8,235,864-279-6600,https://www.spartanburg3.org/middleschool of pacolet_home.aspx,Jean B. Brewington,18.0,2021,Spartanburg School District Three,Middle School Of Pacolet,M,36.7,31.9,19.0,41.6,41.9,,33.7,233.0,120.0,113.0,34.0,156.0,,0.0,164.0,43.0,34.9151523,-81.75787157832983
Spartanburg School District Three,Cannons Elementary School,4203028,E,1315 Old Converse Road,Spartanburg,SC,29307,PK-5,312,864-279-6100,www.cannonselementary.com,Elizabeth Phillips,28.0,2017,Spartanburg School District Three,Cannons Elementary School,E,55.4,19.6,50.0,18.5,,,,258.0,118.0,140.0,79.0,135.0,,,,44.0,35.011264499999996,-81.8632195564413
Spartanburg School District Three,Cannons Elementary School,4203028,E,1315 Old Converse Road,Spartanburg,SC,29307,PK-5,312,864-279-6100,www.cannonselementary.com,Elizabeth Phillips,28.0,2018,Spartanburg School District 3,Cannons Elementary School,E,55.2,22.9,61.0,21.0,54.5,,27.3,,,,,,,,,,35.011264499999996,-81.8632195564413
Spartanburg School District Three,Cannons Elementary School,4203028,E,1315 Old Converse Road,Spartanburg,SC,29307,PK-5,312,864-279-6100,www.cannonselementary.com,Elizabeth Phillips,28.0,2019,Spartanburg School District 3,Cannons Elementary School,E,46.7,21.9,51.4,21.0,45.2,,31.0,250.0,116.0,134.0,70.0,134.0,,0.0,195.0,46.0,35.011264499999996,-81.8632195564413
Spartanburg School District Three,Cannons Elementary School,4203028,E,1315 Old Converse Road,Spartanburg,SC,29307,PK-5,312,864-279-6100,www.cannonselementary.com,Elizabeth Phillips,28.0,2021,Spartanburg School District Three,Cannons Elementary School,E,42.8,26.1,54.3,21.7,40.7,,24.1,311.0,158.0,153.0,63.0,193.0,,0.0,241.0,55.0,35.011264499999996,-81.8632195564413
Spartanburg School District Three,Cowpens Elementary School,4203030,E,341 Foster Street,Cowpens,SC,29330,PK-5,416,8642796300,spartanburg3.org/cowpenselementary,Cindy H. Snead,31.0,2017,Spartanburg School District Three,Cowpens Elementary School,E,28.8,33.5,44.1,22.9,,,,421.0,199.0,222.0,77.0,291.0,,,,53.0,35.02628765,-81.81847278642556
Spartanburg School District Three,Cowpens Elementary School,4203030,E,341 Foster Street,Cowpens,SC,29330,PK-5,416,8642796300,spartanburg3.org/cowpenselementary,Cindy H. Snead,31.0,2018,Spartanburg School District 3,Cowpens Elementary School,E,43.8,24.9,50.9,22.5,54.3,,13.0,,,,,,,,,,35.02628765,-81.81847278642556
Spartanburg School District Three,Cowpens Elementary School,4203030,E,341 Foster Street,Cowpens,SC,29330,PK-5,416,8642796300,spartanburg3.org/cowpenselementary,Cindy H. Snead,31.0,2019,Spartanburg School District 3,Cowpens Elementary School,E,53.4,24.1,44.8,24.1,62.0,,18.3,383.0,173.0,210.0,41.0,270.0,,0.0,301.0,72.0,35.02628765,-81.81847278642556
Spartanburg School District Three,Cowpens Elementary School,4203030,E,341 Foster Street,Cowpens,SC,29330,PK-5,416,8642796300,spartanburg3.org/cowpenselementary,Cindy H. Snead,31.0,2021,Spartanburg School District Three,Cowpens Elementary School,E,51.9,16.9,56.3,17.5,56.9,,17.2,435.0,210.0,225.0,51.0,290.0,,0.0,346.0,94.0,35.02628765,-81.81847278642556
Spartanburg School District Three,Pacolet Elementary School,4203034,E,150 McDowell Street,Pacolet,SC,29372,PK-5,407,864-279-6500,https://www.spartanburg3.org/pacoletelementary _home.aspx,Allison Berry,34.0,2017,Spartanburg School District Three,Pacolet Elementary School,E,35.3,28.5,41.1,21.3,,,,434.0,220.0,214.0,93.0,307.0,,,,34.0,34.9039086,-81.76727004159494
Spartanburg School District Three,Pacolet Elementary School,4203034,E,150 McDowell Street,Pacolet,SC,29372,PK-5,407,864-279-6500,https://www.spartanburg3.org/pacoletelementary _home.aspx,Allison Berry,34.0,2018,Spartanburg School District 3,Pacolet Elementary School,E,36.8,27.4,48.3,20.9,48.6,,27.0,,,,,,,,,,34.9039086,-81.76727004159494
Spartanburg School District Three,Pacolet Elementary School,4203034,E,150 McDowell Street,Pacolet,SC,29372,PK-5,407,864-279-6500,https://www.spartanburg3.org/pacoletelementary _home.aspx,Allison Berry,34.0,2019,Spartanburg School District 3,Pacolet Elementary School,E,47.6,34.0,47.2,23.6,49.3,,21.9,434.0,220.0,214.0,65.0,304.0,,0.0,329.0,65.0,34.9039086,-81.76727004159494
Spartanburg School District Three,Pacolet Elementary School,4203034,E,150 McDowell Street,Pacolet,SC,29372,PK-5,407,864-279-6500,https://www.spartanburg3.org/pacoletelementary _home.aspx,Allison Berry,34.0,2021,Spartanburg School District Three,Pacolet Elementary School,E,47.1,29.9,51.2,23.8,48.4,,25.0,404.0,193.0,211.0,57.0,289.0,,0.0,308.0,58.0,34.9039086,-81.76727004159494
Spartanburg School District Four,Woodruff Middle School,4204035,M,205 SJ Workman Hwy,Woodruff,SC,29388,6-8,642,8644763150,wms.spartanburg4.org,Donald Scott Lawson,42.0,2017,Spartanburg School District 4,Woodruff Middle School,M,44.4,19.9,56.2,15.3,55.9,20.9,,605.0,308.0,297.0,94.0,448.0,,,,63.0,no_result,no_result
Spartanburg School District Four,Woodruff Middle School,4204035,M,205 SJ Workman Hwy,Woodruff,SC,29388,6-8,642,8644763150,wms.spartanburg4.org,Donald Scott Lawson,42.0,2018,Spartanburg County School District Four,Woodruff Middle School,M,49.0,18.2,60.3,15.4,57.6,,19.4,,,,,,,,,,no_result,no_result
Spartanburg School District Four,Woodruff Middle School,4204035,M,205 SJ Workman Hwy,Woodruff,SC,29388,6-8,642,8644763150,wms.spartanburg4.org,Donald Scott Lawson,42.0,2019,Spartanburg School District Four,Woodruff Middle School,M,46.8,21.0,59.4,16.1,53.6,,23.4,633.0,283.0,350.0,68.0,454.0,,0.0,407.0,111.0,no_result,no_result
Spartanburg School District Four,Woodruff Middle School,4204035,M,205 SJ Workman Hwy,Woodruff,SC,29388,6-8,642,8644763150,wms.spartanburg4.org,Donald Scott Lawson,42.0,2021,Spartanburg School District Four,Woodruff Middle School,M,38.9,31.8,42.6,22.4,43.0,,31.9,649.0,297.0,352.0,82.0,429.0,,0.0,448.0,138.0,no_result,no_result
Spartanburg School District Four,Woodruff High School,4204036,H,"710 Cross Anchor Road Woodruff SC, 29388","710 Cross Anchor Road Woodruff SC, 29388",SC,29388,9-12,778,864-416-7045,https://whs.spartanburg4.org,Dr. Aaron D. Fulmer,42.0,0,,,,,,,,,,,,,,,,,,,,no_result,no_result
Spartanburg School District Four,Woodruff Elementary School,4204042,E,915 Cross Anchor Hwy,Woodruff,SC,29388,3-5,613,8644763123,https://wes.spartanburg4.org,Ann Hodge,40.0,2017,Spartanburg School District 4,Woodruff Elementary School,E,43.4,24.1,66.6,13.9,,,,601.0,278.0,323.0,108.0,429.0,,,,64.0,no_result,no_result
Spartanburg School District Four,Woodruff Elementary School,4204042,E,915 Cross Anchor Hwy,Woodruff,SC,29388,3-5,613,8644763123,https://wes.spartanburg4.org,Ann Hodge,40.0,2018,Spartanburg County School District Four,Woodruff Elementary School,E,47.6,21.4,65.4,14.0,66.3,,14.5,,,,,,,,,,no_result,no_result
Spartanburg School District Four,Woodruff Elementary School,4204042,E,915 Cross Anchor Hwy,Woodruff,SC,29388,3-5,613,8644763123,https://wes.spartanburg4.org,Ann Hodge,40.0,2019,Spartanburg School District Four,Woodruff Elementary School,E,51.0,25.8,63.4,15.3,62.6,,15.5,655.0,311.0,344.0,89.0,453.0,,0.0,467.0,113.0,no_result,no_result
Spartanburg School District Four,Woodruff Elementary School,4204042,E,915 Cross Anchor Hwy,Woodruff,SC,29388,3-5,613,8644763123,https://wes.spartanburg4.org,Ann Hodge,40.0,2021,Spartanburg School District Four,Woodruff Elementary School,E,41.1,32.6,49.6,25.6,55.8,,26.0,627.0,312.0,315.0,86.0,420.0,,0.0,455.0,121.0,no_result,no_result
Spartanburg School District 5,James F. Byrnes High School,4205043,H,150 East Main Street,Duncan,SC,29334,9-12,2599,864-949-2355,www.spart5.net/bhs,Todd Hardy,146.0,0,,,,,,,,,,,,,,,,,,,,34.93341545,-82.1284872962222
Spartanburg School District 5,D. R. Hill Middle School,4205045,M,1303 HOLLY SPRING ROAD,LYMAN,SC,29365,7-8,666,864-949-2370,http://spart5.net/Domain/516,TERRY GLASGOW,49.0,2017,District Five Schools of Spartanburg,D. R. Hill Middle School,M,30.9,31.9,38.2,24.0,44.9,26.9,,622.0,306.0,316.0,136.0,385.0,,,,101.0,no_result,no_result
Spartanburg School District 5,D. R. Hill Middle School,4205045,M,1303 HOLLY SPRING ROAD,LYMAN,SC,29365,7-8,666,864-949-2370,http://spart5.net/Domain/516,TERRY GLASGOW,49.0,2018,Spartanburg School District Five,D. R. Hill Middle School,M,40.6,24.4,36.9,28.6,46.4,,28.0,,,,,,,,,,no_result,no_result
Spartanburg School District 5,D. R. Hill Middle School,4205045,M,1303 HOLLY SPRING ROAD,LYMAN,SC,29365,7-8,666,864-949-2370,http://spart5.net/Domain/516,TERRY GLASGOW,49.0,2019,Spartanburg School District 5,D. R. Hill Middle School,M,41.3,30.5,38.0,30.0,37.8,,34.2,619.0,296.0,323.0,149.0,348.0,,0.0,386.0,122.0,no_result,no_result
Spartanburg School District 5,D. R. Hill Middle School,4205045,M,1303 HOLLY SPRING ROAD,LYMAN,SC,29365,7-8,666,864-949-2370,http://spart5.net/Domain/516,TERRY GLASGOW,49.0,2021,Spartanburg School District 5,D. R. Hill Middle School,M,38.2,29.5,29.8,35.5,,,,671.0,319.0,352.0,150.0,348.0,,0.0,416.0,173.0,no_result,no_result
Spartanburg School District 5,Duncan Elementary School Of The Arts,4205046,E,100 S. Danzler Rd.,Duncan,SC,29334,PK-4,616,864-949-2424,http://spart5.net/Domain/163,Susan B. Hill,52.0,2017,District Five Schools of Spartanburg,Duncan Elementary School,E,30.4,34.8,38.9,30.4,,,,643.0,302.0,341.0,229.0,293.0,,,,121.0,34.930499600000005,-82.12775200538988
Spartanburg School District 5,Duncan Elementary School Of The Arts,4205046,E,100 S. Danzler Rd.,Duncan,SC,29334,PK-4,616,864-949-2424,http://spart5.net/Domain/163,Susan B. Hill,52.0,2018,Spartanburg School District Five,Duncan Elementary School,E,39.6,30.4,45.4,29.1,24.6,,50.0,,,,,,,,,,34.930499600000005,-82.12775200538988
Spartanburg School District 5,Duncan Elementary School Of The Arts,4205046,E,100 S. Danzler Rd.,Duncan,SC,29334,PK-4,616,864-949-2424,http://spart5.net/Domain/163,Susan B. Hill,52.0,2019,Spartanburg School District 5,Duncan Elementary School Of The Arts,E,46.6,27.9,47.0,31.5,37.7,,36.0,629.0,301.0,328.0,182.0,280.0,,0.0,485.0,167.0,34.930499600000005,-82.12775200538988
Spartanburg School District 5,Duncan Elementary School Of The Arts,4205046,E,100 S. Danzler Rd.,Duncan,SC,29334,PK-4,616,864-949-2424,http://spart5.net/Domain/163,Susan B. Hill,52.0,2021,Spartanburg School District 5,Duncan Elementary School Of The Arts,E,35.6,36.5,29.7,38.4,20.8,,48.1,625.0,336.0,289.0,182.0,259.0,,0.0,460.0,184.0,34.930499600000005,-82.12775200538988
Spartanburg School District 5,Reidville Elementary School,4205049,E,520 Main Street,Reidville,SC,29375,PK-4,462,864-949-2388,spart5.net/rves,Phillip Dean,35.0,2017,District Five Schools of Spartanburg,Reidville Elementary School,E,56.5,13.7,71.8,9.9,,,,315.0,164.0,151.0,37.0,253.0,,,,25.0,34.86063505,-82.10677409776534
Spartanburg School District 5,Reidville Elementary School,4205049,E,520 Main Street,Reidville,SC,29375,PK-4,462,864-949-2388,spart5.net/rves,Phillip Dean,35.0,2018,Spartanburg School District Five,Reidville Elementary School,E,70.2,12.4,75.2,11.6,62.5,,14.1,,,,,,,,,,34.86063505,-82.10677409776534
Spartanburg School District 5,Reidville Elementary School,4205049,E,520 Main Street,Reidville,SC,29375,PK-4,462,864-949-2388,spart5.net/rves,Phillip Dean,35.0,2019,Spartanburg School District 5,Reidville Elementary,E,71.0,13.1,77.9,9.0,62.1,,13.6,406.0,202.0,204.0,48.0,302.0,,0.0,158.0,56.0,34.86063505,-82.10677409776534
Spartanburg School District 5,Reidville Elementary School,4205049,E,520 Main Street,Reidville,SC,29375,PK-4,462,864-949-2388,spart5.net/rves,Phillip Dean,35.0,2021,Spartanburg School District 5,Reidville Elementary School,E,55.9,20.7,60.0,15.9,54.8,,19.4,482.0,234.0,248.0,72.0,326.0,,0.0,182.0,84.0,34.86063505,-82.10677409776534
Spartanburg School District 5,Wellford Academy Of Science And Technology,4205052,E,684 Syphrit Rd,Wellford,SC,29385,PK-4,448,864-949-2385,https://www.spart5.net/wes,Angela Showalter,43.0,2017,District Five Schools of Spartanburg,Wellford Academy of Science and Technology,E,36.8,32.9,46.5,23.9,,,,501.0,224.0,277.0,152.0,276.0,,,,73.0,34.95065985,-82.09302876344891
Spartanburg School District 5,Wellford Academy Of Science And Technology,4205052,E,684 Syphrit Rd,Wellford,SC,29385,PK-4,448,864-949-2385,https://www.spart5.net/wes,Angela Showalter,43.0,2018,Spartanburg School District Five,Wellford Academy Of Science And Technology,E,39.0,24.4,44.2,25.6,49.4,,19.3,,,,,,,,,,34.95065985,-82.09302876344891
Spartanburg School District 5,Wellford Academy Of Science And Technology,4205052,E,684 Syphrit Rd,Wellford,SC,29385,PK-4,448,864-949-2385,https://www.spart5.net/wes,Angela Showalter,43.0,2019,Spartanburg School District 5,Wellford Academy,E,43.5,26.5,44.7,22.9,47.4,,27.8,469.0,220.0,249.0,117.0,255.0,,0.0,323.0,97.0,34.95065985,-82.09302876344891
Spartanburg School District 5,Wellford Academy Of Science And Technology,4205052,E,684 Syphrit Rd,Wellford,SC,29385,PK-4,448,864-949-2385,https://www.spart5.net/wes,Angela Showalter,43.0,2021,Spartanburg School District 5,Wellford Academy Of Science And Technology,E,44.3,32.1,44.3,33.6,43.8,,31.5,435.0,177.0,258.0,99.0,217.0,,0.0,309.0,119.0,34.95065985,-82.09302876344891
Spartanburg School District 5,Beech Springs Intermediate School,4205089,E,200 S. Danzler Road,Duncan,SC,29334,5-6,653,864-949-7600,https://www.spart5.net/Domain/425,Taylor Deal,58.0,2017,District Five Schools of Spartanburg,Beech Springs Intermediate,E,36.6,25.1,47.4,22.2,,,,626.0,298.0,328.0,175.0,367.0,,,,84.0,34.9252753,-82.1311077569533
Spartanburg School District 5,Beech Springs Intermediate School,4205089,E,200 S. Danzler Road,Duncan,SC,29334,5-6,653,864-949-7600,https://www.spart5.net/Domain/425,Taylor Deal,58.0,2018,Spartanburg School District Five,Beech Springs Intermediate School,E,44.5,19.6,50.9,19.9,54.4,,26.7,,,,,,,,,,34.9252753,-82.1311077569533
Spartanburg School District 5,Beech Springs Intermediate School,4205089,E,200 S. Danzler Road,Duncan,SC,29334,5-6,653,864-949-7600,https://www.spart5.net/Domain/425,Taylor Deal,58.0,2019,Spartanburg School District 5,Beech Springs Intermediate,E,43.2,23.6,50.2,17.2,45.9,,28.0,681.0,325.0,356.0,153.0,366.0,,0.0,445.0,162.0,34.9252753,-82.1311077569533
Spartanburg School District 5,Beech Springs Intermediate School,4205089,E,200 S. Danzler Road,Duncan,SC,29334,5-6,653,864-949-7600,https://www.spart5.net/Domain/425,Taylor Deal,58.0,2021,Spartanburg School District 5,Beech Springs Intermediate School,E,39.3,22.3,43.3,24.5,38.1,,42.2,666.0,306.0,360.0,140.0,361.0,,0.0,410.0,165.0,34.9252753,-82.1311077569533
Spartanburg School District 5,River Ridge Elementary School,4205090,E,5960 Reidville Road,MOORE,SC,29369,PK-4,765,864-949-7620,www.spart5.net//rres,Dr. Glenda P. Bigby,55.0,2017,District Five Schools of Spartanburg,River Ridge Elementary School,E,45.3,28.8,58.8,20.2,,,,749.0,370.0,379.0,180.0,468.0,,,,101.0,34.8845272,-82.07094949687485
Spartanburg School District 5,River Ridge Elementary School,4205090,E,5960 Reidville Road,MOORE,SC,29369,PK-4,765,864-949-7620,www.spart5.net//rres,Dr. Glenda P. Bigby,55.0,2018,Spartanburg School District Five,River Ridge Elementary School;,E,52.8,18.2,62.8,15.2,57.1,,20.7,,,,,,,,,,34.8845272,-82.07094949687485
Spartanburg School District 5,River Ridge Elementary School,4205090,E,5960 Reidville Road,MOORE,SC,29369,PK-4,765,864-949-7620,www.spart5.net//rres,Dr. Glenda P. Bigby,55.0,2019,Spartanburg School District 5,River Ridge Elementary School,E,61.1,19.3,65.1,17.1,47.1,,25.7,794.0,371.0,423.0,158.0,471.0,,0.0,452.0,165.0,34.8845272,-82.07094949687485
Spartanburg School District 5,River Ridge Elementary School,4205090,E,5960 Reidville Road,MOORE,SC,29369,PK-4,765,864-949-7620,www.spart5.net//rres,Dr. Glenda P. Bigby,55.0,2021,Spartanburg School District 5,River Ridge Elementary School,E,48.7,24.3,54.2,20.3,44.9,,28.6,802.0,402.0,400.0,171.0,444.0,,0.0,456.0,187.0,34.8845272,-82.07094949687485
Spartanburg School District 5,Berry Shoals Intermediate School,4205091,E,300 Shoals Road,Duncan,SC,29334,5-6,716,864-949-2300,www.spart5.net/brsh,Michael A. Powell,50.0,2017,District Five Schools of Spartanburg,Berry Shoals Intermediate School,E,47.2,16.9,65.4,10.9,,,,615.0,289.0,326.0,98.0,438.0,,,,79.0,34.8995726,-82.0744429273589
Spartanburg School District 5,Berry Shoals Intermediate School,4205091,E,300 Shoals Road,Duncan,SC,29334,5-6,716,864-949-2300,www.spart5.net/brsh,Michael A. Powell,50.0,2018,Spartanburg School District Five,Berry Shoals Intermediate School,E,47.0,20.6,63.4,13.5,50.6,,23.6,,,,,,,,,,34.8995726,-82.0744429273589
Spartanburg School District 5,Berry Shoals Intermediate School,4205091,E,300 Shoals Road,Duncan,SC,29334,5-6,716,864-949-2300,www.spart5.net/brsh,Michael A. Powell,50.0,2019,Spartanburg School District 5,Berry Shoals Intermediate School,E,44.2,25.9,65.1,14.3,47.0,,31.1,718.0,361.0,357.0,111.0,479.0,,0.0,318.0,128.0,34.8995726,-82.0744429273589
Spartanburg School District 5,Berry Shoals Intermediate School,4205091,E,300 Shoals Road,Duncan,SC,29334,5-6,716,864-949-2300,www.spart5.net/brsh,Michael A. Powell,50.0,2021,Spartanburg School District 5,Berry Shoals Intermediate School,E,47.9,16.5,53.9,17.7,41.9,,34.1,738.0,352.0,386.0,137.0,473.0,,0.0,307.0,128.0,34.8995726,-82.0744429273589
Spartanburg School District 5,Florence Chapel Middle,4205092,M,290 Shoals Road,Duncan,SC,29334,7-8,771,864-949-2310,http://spart5.net/Domain/567,Christopher E. McCants,52.0,2017,District Five Schools of Spartanburg,Florence Chapel Middle School,M,40.1,23.6,47.5,20.1,48.3,26.4,,647.0,321.0,326.0,136.0,442.0,,,,69.0,34.8983084,-82.07258102314049
Spartanburg School District 5,Florence Chapel Middle,4205092,M,290 Shoals Road,Duncan,SC,29334,7-8,771,864-949-2310,http://spart5.net/Domain/567,Christopher E. McCants,52.0,2018,Spartanburg School District Five,Florence Chapel Middle School,M,49.4,18.7,52.7,20.0,49.2,,23.1,,,,,,,,,,34.8983084,-82.07258102314049
Spartanburg School District 5,Florence Chapel Middle,4205092,M,290 Shoals Road,Duncan,SC,29334,7-8,771,864-949-2310,http://spart5.net/Domain/567,Christopher E. McCants,52.0,2019,Spartanburg School District 5,Florence Chapel Middle,M,48.5,24.2,55.1,17.5,44.9,,29.9,729.0,351.0,378.0,112.0,487.0,,0.0,305.0,130.0,34.8983084,-82.07258102314049
Spartanburg School District 5,Florence Chapel Middle,4205092,M,290 Shoals Road,Duncan,SC,29334,7-8,771,864-949-2310,http://spart5.net/Domain/567,Christopher E. McCants,52.0,2021,Spartanburg School District 5,Florence Chapel Middle,M,53.5,22.3,44.1,26.6,,,,798.0,410.0,388.0,149.0,495.0,,0.0,341.0,154.0,34.8983084,-82.07258102314049
Spartanburg School District 5,Abner Creek Academy,4205094,E,2050 Abner Creek Rd,Duncan,SC,29334,PK-4,615,8649492334,https://www.spart5.net/aca,Shayne Daugherty,49.0,2017,District Five Schools of Spartanburg,Abner Creek Academy,E,52.4,19.1,64.69999999999999,11.8,,,,595.0,275.0,320.0,103.0,412.0,,,,80.0,34.869194199999995,-82.16347417139389
Spartanburg School District 5,Abner Creek Academy,4205094,E,2050 Abner Creek Rd,Duncan,SC,29334,PK-4,615,8649492334,https://www.spart5.net/aca,Shayne Daugherty,49.0,2018,Spartanburg School District Five,Abner Creek Academy,E,59.3,14.8,68.1,13.4,54.8,,14.4,,,,,,,,,,34.869194199999995,-82.16347417139389
Spartanburg School District 5,Abner Creek Academy,4205094,E,2050 Abner Creek Rd,Duncan,SC,29334,PK-4,615,8649492334,https://www.spart5.net/aca,Shayne Daugherty,49.0,2019,Spartanburg School District 5,Abner Creek Academy,E,63.8,13.8,70.1,11.2,66.9,,18.1,616.0,295.0,321.0,73.0,437.0,,0.0,297.0,106.0,34.869194199999995,-82.16347417139389
Spartanburg School District 5,Abner Creek Academy,4205094,E,2050 Abner Creek Rd,Duncan,SC,29334,PK-4,615,8649492334,https://www.spart5.net/aca,Shayne Daugherty,49.0,2021,Spartanburg School District 5,Abner Creek Academy,E,57.8,18.3,62.0,16.6,54.0,,19.4,649.0,323.0,326.0,99.0,403.0,,0.0,310.0,147.0,34.869194199999995,-82.16347417139389
Spartanburg School District 5,Lyman Elementary School,4205095,E,1221 Holly Springs Road,Lyman,SC,29365,PK-4,717,864-949-2330,www.spart5.net/les,Dr. Tim Henson,54.0,2017,District Five Schools of Spartanburg,Lyman Elementary School,E,44.6,23.6,55.8,16.3,,,,672.0,317.0,355.0,83.0,459.0,,,,130.0,34.976205699999994,-82.16357564187399
Spartanburg School District 5,Lyman Elementary School,4205095,E,1221 Holly Springs Road,Lyman,SC,29365,PK-4,717,864-949-2330,www.spart5.net/les,Dr. Tim Henson,54.0,2018,Spartanburg School District Five,Lyman Elementary School,E,50.0,18.6,57.7,20.8,45.8,,19.8,,,,,,,,,,34.976205699999994,-82.16357564187399
Spartanburg School District 5,Lyman Elementary School,4205095,E,1221 Holly Springs Road,Lyman,SC,29365,PK-4,717,864-949-2330,www.spart5.net/les,Dr. Tim Henson,54.0,2019,Spartanburg School District 5,Lyman Elementary,E,59.9,14.9,64.9,14.9,54.8,,21.2,741.0,367.0,374.0,64.0,499.0,,0.0,460.0,178.0,34.976205699999994,-82.16357564187399
Spartanburg School District 5,Lyman Elementary School,4205095,E,1221 Holly Springs Road,Lyman,SC,29365,PK-4,717,864-949-2330,www.spart5.net/les,Dr. Tim Henson,54.0,2021,Spartanburg School District 5,Lyman Elementary School,E,52.0,23.6,51.8,23.0,43.6,,30.0,737.0,360.0,377.0,68.0,478.0,,0.0,445.0,191.0,34.976205699999994,-82.16357564187399
Spartanburg County School District Six,Dorman High School,4206053,H,1050 Cavalier Way,Roebuck,SC,29376,9-12,3589,8645284347,DHS.spart6.org,Bryant Roberson,192.0,0,,,,,,,,,,,,,,,,,,,,34.84921355,-81.97144414394917
Spartanburg County School District Six,Fairforest Middle School,4206054,M,150 Lincoln School Road,Spartanburg,SC,29301,6-8,1049,864-576-1270,http://fms.spart6.org/,Darrell Belgrave,68.0,2017,Spartanburg School District Six,Fairforest Middle School,M,17.0,41.9,19.9,43.6,28.1,45.2,,872.0,406.0,466.0,272.0,226.0,,,,374.0,34.94993355,-82.01280231978797
Spartanburg County School District Six,Fairforest Middle School,4206054,M,150 Lincoln School Road,Spartanburg,SC,29301,6-8,1049,864-576-1270,http://fms.spart6.org/,Darrell Belgrave,68.0,2018,Spartanburg School District Six,Fairforest Middle School,M,23.1,40.6,21.9,47.8,25.4,,49.0,,,,,,,,,,34.94993355,-82.01280231978797
Spartanburg County School District Six,Fairforest Middle School,4206054,M,150 Lincoln School Road,Spartanburg,SC,29301,6-8,1049,864-576-1270,http://fms.spart6.org/,Darrell Belgrave,68.0,2019,Spartanburg School District Six,Fairforest Middle School,M,27.1,34.2,20.9,47.9,30.5,,44.2,959.0,455.0,504.0,283.0,224.0,,0.0,789.0,452.0,34.94993355,-82.01280231978797
Spartanburg County School District Six,Fairforest Middle School,4206054,M,150 Lincoln School Road,Spartanburg,SC,29301,6-8,1049,864-576-1270,http://fms.spart6.org/,Darrell Belgrave,68.0,2021,Spartanburg County School District Six,Fairforest Middle School,M,27.5,36.3,19.5,47.8,29.9,,48.3,1050.0,492.0,558.0,312.0,251.0,,0.0,846.0,487.0,34.94993355,-82.01280231978797
Spartanburg County School District Six,L. E. Gable Middle School,4206056,M,198 Otts Shoals Road,Roebuck,SC,29376,6-8,819,864-576-3500,http://gms.spart6.org/,Mr. Matthew H. Talley,56.0,2017,Spartanburg School District Six,L.E. Gable Middle School,M,33.0,27.8,32.0,29.9,50.0,25.2,,782.0,380.0,402.0,169.0,547.0,,,,66.0,34.8556399,-81.94585108003876
Spartanburg County School District Six,L. E. Gable Middle School,4206056,M,198 Otts Shoals Road,Roebuck,SC,29376,6-8,819,864-576-3500,http://gms.spart6.org/,Mr. Matthew H. Talley,56.0,2018,Spartanburg School District Six,L.E. Gable Middle School,M,40.3,23.8,31.6,30.1,47.3,,30.5,,,,,,,,,,34.8556399,-81.94585108003876
Spartanburg County School District Six,L. E. Gable Middle School,4206056,M,198 Otts Shoals Road,Roebuck,SC,29376,6-8,819,864-576-3500,http://gms.spart6.org/,Mr. Matthew H. Talley,56.0,2019,Spartanburg School District Six,L.E. Gable Middle School,M,42.3,24.1,34.3,32.1,47.3,,34.9,785.0,373.0,412.0,151.0,514.0,,0.0,429.0,120.0,34.8556399,-81.94585108003876
Spartanburg County School District Six,L. E. Gable Middle School,4206056,M,198 Otts Shoals Road,Roebuck,SC,29376,6-8,819,864-576-3500,http://gms.spart6.org/,Mr. Matthew H. Talley,56.0,2021,Spartanburg County School District Six,L. E. Gable Middle School,M,37.2,27.7,25.4,35.2,44.4,,30.4,834.0,429.0,405.0,186.0,522.0,,0.0,467.0,126.0,34.8556399,-81.94585108003876
Spartanburg County School District Six,Arcadia Elementary,4206057,E,375 Spring Street,Spartanburg,SC,29301,PK-5,627,864-576-1371,https://aes.spart6.org/,Jay Seegars,53.0,2017,Spartanburg School District Six,Arcadia Elementary School,E,10.9,49.3,23.700000000000003,39.3,,,,748.0,354.0,394.0,175.0,145.0,,,,428.0,34.964107141727304,-81.9895043797162
