school_id,district,school,total_actively_enrolled_students,gender_female,gender_male,gender_missing,black_or_african_american,white,pupils_in_poverty,year,all_other_races
1001051,Charleston 01,Laing Middle,1161,544,617,0,156,927,211,2020,78
1001052,Charleston 01,Lambs Elem,375,171,204,0,150,84,230,2020,141
1001056,Charleston 01,St James-Santee Elem,237,102,135,0,204,25,220,2020,8
1001057,Charleston 01,Memminger Elem,322,155,167,0,270,39,275,2020,13
1001058,Charleston 01,Midland Park Primary,448,218,230,0,178,32,397,2020,238
1001059,Charleston 01,Ellington Elem,365,188,177,0,239,50,328,2020,76
1001060,Charleston 01,Mitchell Elem,320,154,166,0,301,13,301,2020,6
1001061,Charleston 01,Jennie Moore Elem,1023,512,511,0,136,805,244,2020,82
1001062,Charleston 01,Morningside Middle,665,344,321,0,447,30,589,2020,188
1001063,Charleston 01,Mt Pleasant Academy,640,301,339,0,35,552,118,2020,53
1001065,Charleston 01,Moultrie Middle,903,450,453,0,96,730,250,2020,77
1001066,Charleston 01,Murray LaSaine Montessori School,383,189,194,0,51,304,164,2020,28
1001067,Charleston 01,North Charleston Elem,478,208,270,0,329,36,431,2020,113
1001068,Charleston 01,Oakland Elem,598,276,322,0,240,259,369,2020,99
1001070,Charleston 01,Malcolm C. Hursey Montessori School,386,197,189,0,159,153,236,2020,74
1001072,Charleston 01,Matilda Dunston Elem,362,186,176,0,200,36,306,2020,126
1001075,Charleston 01,Edith L Frierson Elem,137,74,63,0,87,37,96,2020,13
1001076,Charleston 01,Sanders-Clyde Elem,460,223,237,0,444,5,446,2020,11
1001077,Charleston 01,Pepperhill Elem,590,284,306,0,381,54,505,2020,155
1001079,Charleston 01,James Simon Montessori School,400,189,211,0,185,197,210,2020,18
1001081,Charleston 01,Springfield Elem,659,328,331,0,253,265,449,2020,141
1001082,Charleston 01,St Andrew's Math and Science,761,348,413,0,233,428,339,2020,100
1001083,Charleston 01,Angel Oak Elem,636,303,333,0,166,309,442,2020,161
1001084,Charleston 01,Stiles Point Elem,768,390,378,0,56,683,145,2020,29
1001085,Charleston 01,Stono Park Elem,552,273,279,0,426,66,492,2020,60
1001086,Charleston 01,Sullivan's Island Elem,503,238,265,0,1,471,55,2020,31
1001090,Charleston 01,Mamie Whitesides Elem,785,399,386,0,64,655,158,2020,66
1001091,Charleston 01,Ashley River Creative Arts,605,324,281,0,66,463,174,2020,76
1001092,Charleston 01,C E Williams Middle Creative A,658,312,346,0,268,291,375,2020,99
1001093,Charleston 01,James B Edwards Elem,712,326,386,0,65,574,204,2020,73
1001094,Charleston 01,Buist Academy,513,249,264,0,43,421,69,2020,49
1001095,Charleston 01,Mt Zion Elem,280,145,135,0,104,55,229,2020,120
1001096,Charleston 01,Belle Hall Elem,717,345,372,0,77,568,143,2020,72
1001098,Charleston 01,Charleston School Of The Arts,1107,769,338,0,146,787,242,2020,174
1001099,Charleston 01,Academic Magnet High,684,370,314,0,25,527,56,2020,132
1001101,Charleston 01,Charleston Progressive,291,132,159,0,286,2,276,2020,3
1001102,Charleston 01,Charles Pinckney Elem,699,339,360,0,27,606,93,2020,66
1001103,Charleston 01,Thomas C. Cario Middle,1141,556,585,0,70,977,168,2020,94
1001104,Charleston 01,West Ashley High,1681,830,851,0,728,747,940,2020,206
1001106,Charleston 01,West Ashley Middle,600,289,311,0,349,164,460,2020,87
1001107,Charleston 01,James Island Elem,552,255,297,0,176,328,296,2020,48
1001109,Charleston 01,Drayton Hall Elem,667,308,359,0,97,482,248,2020,88
1001110,Charleston 01,Laurel Hill Primary,627,283,344,0,23,533,117,2020,71
1001111,Charleston 01,Jerry Zucker Middle School Sci,570,274,296,0,316,52,486,2020,202
1001112,Charleston 01,Pinehurst Elementary,757,361,396,0,180,40,620,2020,537
1001113,Charleston 01,Montessori Community School,283,135,148,0,13,251,58,2020,19
1001114,Charleston 01,N. Charleston Creative Arts Elem,559,307,252,0,302,173,380,2020,84
1001115,Charleston 01,Simmons Pinckney Middle School,295,134,161,0,289,2,293,2020,4
1001116,Charleston 01,Deer Park Middle,455,240,215,0,249,74,362,2020,132
1001117,Charleston 01,Carolina Park Elementary,925,463,462,0,71,754,157,2020,100
1001118,Charleston 01,Camp Road Middle School,806,405,401,0,180,568,345,2020,58
1001200,Charleston 01,Meeting Street Elementary School,853,412,441,0,679,33,778,2020,141
1001612,Charleston 01,Charleston Develop. Charter,166,81,85,0,157,5,143,2020,4
1001614,Charleston 01,East Cooper Montessori Charter,417,221,196,0,19,368,76,2020,30
1001615,Charleston 01,Greg Mathis Charter High,70,37,33,0,67,1,69,2020,2
1001616,Charleston 01,James Island Charter High,1485,686,799,0,331,1025,524,2020,129
1001618,Charleston 01,Orange Grove Charter,1163,564,599,0,134,913,280,2020,116
1001620,Charleston 01,Charleston Charter Math/Scienc,553,259,294,0,311,192,311,2020,50
1001628,Charleston 01,Pattison's Acad For Compr Edu,37,19,18,0,14,16,34,2020,7
1001629,Charleston 01,Carolina Voyager Charter,344,164,180,0,94,213,144,2020,37
1001630,Charleston 01,Allegro Charter Sch of Music,199,100,99,0,90,92,107,2020,17
1101001,Cherokee 01,Blacksburg High,512,253,259,0,59,438,318,2020,15
1101002,Cherokee 01,John E Ewing Middle,484,228,256,0,133,313,382,2020,38
1101003,Cherokee 01,Gaffney High,1764,880,884,0,542,1026,1164,2020,196
1101005,Cherokee 01,Alma Elem,204,96,108,0,73,109,177,2020,22
1101007,Cherokee 01,Blacksburg Middle,420,222,198,0,43,345,300,2020,32
1101009,Cherokee 01,Corinth Elem,409,210,199,0,9,362,299,2020,38
1101010,Cherokee 01,Draytonville Elem,224,113,111,0,36,171,196,2020,17
1101011,Cherokee 01,Mary Bramlett Elem,268,132,136,0,160,67,252,2020,41
1101012,Cherokee 01,Goucher Elem,253,122,131,0,4,224,207,2020,25
1101015,Cherokee 01,B D Lee Elem,409,201,208,0,291,80,371,2020,38
1101019,Cherokee 01,Luther L Vaughan  Elem,370,163,207,0,185,59,342,2020,126
1101020,Cherokee 01,Blacksburg Elem,344,150,194,0,23,286,260,2020,35
1101021,Cherokee 01,Limestone/Central Elem,391,183,208,0,160,188,341,2020,43
1101022,Cherokee 01,Grassy Pond Elem,504,244,260,0,111,318,322,2020,75
1101023,Cherokee 01,Northwest Elem,514,265,249,0,41,438,297,2020,35
1101024,Cherokee 01,Gaffney Middle,1033,483,550,0,348,549,733,2020,136
1101025,Cherokee 01,Blacksburg Primary,433,228,205,0,55,338,338,2020,40
1201002,Chester 01,Chester Sr High,758,377,381,0,402,297,569,2020,59
1201004,Chester 01,Chester Middle,601,286,315,0,382,159,530,2020,60
1201005,Chester 01,Great Falls High,373,185,188,0,168,182,291,2020,23
1201006,Chester 01,Lewisville High,379,175,204,0,83,254,203,2020,42
1201008,Chester 01,Lewisville Middle,398,175,223,0,115,241,270,2020,42
1201011,Chester 01,Great Falls Elem,377,193,184,0,153,184,316,2020,40
1201014,Chester 01,Lewisville Elem,514,237,277,0,138,311,381,2020,65
1201018,Chester 01,Chester Park Elem Of Inquiry,439,212,227,0,348,49,417,2020,42
1201020,Chester 01,Chester Park Elem Sch for the Arts,425,229,196,0,153,206,354,2020,66
1201021,Chester 01,Chester Park Elem Literacy/Tec,393,181,212,0,281,74,369,2020,38
1201601,Chester 01,Academy for Teaching Charter,351,189,162,0,61,282,235,2020,8
1301001,Chesterfield 01,Cheraw High,598,298,300,0,310,232,412,2020,56
1301002,Chesterfield 01,Chesterfield High,426,216,210,0,129,272,257,2020,25
1301005,Chesterfield 01,Long Middle,500,236,264,0,289,168,402,2020,43
1301006,Chesterfield 01,McBee High,465,243,222,0,85,336,306,2020,44
1301007,Chesterfield 01,Central High,559,263,296,0,221,243,397,2020,95
1301008,Chesterfield 01,New Heights Middle,541,256,285,0,193,221,433,2020,127
1301012,Chesterfield 01,Cheraw Primary,473,223,250,0,273,160,410,2020,40
1301014,Chesterfield 01,Edwards Elem,537,261,276,0,166,321,394,2020,50
1301015,Chesterfield 01,Jefferson Elem,367,155,212,0,107,206,295,2020,54
1301019,Chesterfield 01,Petersburg Primary,421,226,195,0,186,112,381,2020,123
1301020,Chesterfield 01,McBee Elem,455,228,227,0,84,303,339,2020,68
1301021,Chesterfield 01,Plainview Elem,169,76,93,0,2,157,120,2020,10
1301023,Chesterfield 01,Ruby Elem,278,134,144,0,47,197,184,2020,34
1301026,Chesterfield 01,Cheraw Intermed,427,215,212,0,239,150,347,2020,38
1301027,Chesterfield 01,Pageland Elem,379,175,204,0,159,110,318,2020,110
1301028,Chesterfield 01,Chesterfield Ruby Middle,398,197,201,0,117,246,276,2020,35
1401001,Clarendon 01,Scotts Branch High,205,96,109,0,195,7,205,2020,3
1401005,Clarendon 01,St. Paul Elem,146,74,72,0,132,10,144,2020,4
1401020,Clarendon 01,Scott's Branch Middle,168,92,76,0,160,3,167,2020,5
1401022,Clarendon 01,Summerton Early Childhood Ctr,163,73,90,0,139,11,162,2020,13
1402007,Clarendon 02,Manning High,837,426,411,0,535,234,681,2020,68
1402011,Clarendon 02,Manning Junior High,469,223,246,0,289,131,404,2020,49
1402012,Clarendon 02,Manning Primary,416,198,218,0,240,138,364,2020,38
1402013,Clarendon 02,Manning Elem,605,278,327,0,383,157,533,2020,65
1402014,Clarendon 02,Manning Early Childhood Ctr,515,254,261,0,305,154,459,2020,56
1402610,Clarendon 02,Phoenix Charter High,25,10,15,0,20,4,24,2020,1
1403016,Clarendon 03,East Clarendon Middle-High,732,364,368,0,163,520,443,2020,49
1403019,Clarendon 03,Walker-Gamble Elem,551,274,277,0,130,388,358,2020,33
1501005,Colleton 01,Colleton County High,1387,694,693,0,665,592,1064,2020,130
1501006,Colleton 01,Bells Elem,344,162,182,0,159,128,307,2020,57
1501008,Colleton 01,Black St Early Childhood Ctr,399,190,209,0,178,174,341,2020,47
1501011,Colleton 01,Cottageville Elem,516,248,268,0,128,313,441,2020,75
1501012,Colleton 01,Forest Hills Elem,555,271,284,0,282,190,480,2020,83
1501020,Colleton 01,Northside Elem,514,247,267,0,236,220,448,2020,58
1501021,Colleton 01,Hendersonville Elem,326,169,157,0,245,69,304,2020,12
1501022,Colleton 01,Colleton County Middle,1288,653,635,0,585,531,1100,2020,172
1601004,Darlington 01,Hartsville Middle,1038,511,527,0,413,475,748,2020,150
1601005,Darlington 01,Hartsville High,1148,569,579,0,428,570,720,2020,150
1601006,Darlington 01,Lamar High,249,124,125,0,137,94,193,2020,18
1601010,Darlington 01,Spaulding Middle,239,115,124,0,108,94,192,2020,37
1601013,Darlington 01,Brockington Elem,390,200,190,0,220,115,347,2020,55
1601014,Darlington 01,Cain Elem,307,157,150,0,199,81,271,2020,27
1601015,Darlington 01,Carolina Elem,267,128,139,0,65,160,128,2020,42
1601016,Darlington 01,Lamar Elem,283,138,145,0,151,100,242,2020,32
1601017,Darlington 01,N Hartsville Elem,594,292,302,0,134,376,405,2020,84
1601018,Darlington 01,Pate Elem,409,201,208,0,235,116,382,2020,58
1601020,Darlington 01,Rosenwald Elem/Middle,134,70,64,0,105,15,125,2020,14
1601023,Darlington 01,Spaulding Elem,240,112,128,0,136,80,198,2020,24
1601024,Darlington 01,Brunson-Dargan Elem,209,104,105,0,155,35,187,2020,19
1601026,Darlington 01,St Johns Elem,600,284,316,0,299,233,504,2020,68
1601027,Darlington 01,Thornwell School/Arts,292,139,153,0,205,35,275,2020,52
1601028,Darlington 01,W Hartsville Elem,328,136,192,0,200,75,309,2020,53
1601029,Darlington 01,Washington St Elem,196,94,102,0,124,55,179,2020,17
1601030,Darlington 01,Darlington High,1071,569,502,0,648,326,847,2020,97
1601031,Darlington 01,Darlington Middle,1036,519,517,0,586,321,877,2020,129
1601032,Darlington 01,Southside Early Childhood Center,400,187,213,0,191,149,359,2020,60
1601033,Darlington 01,Mayo High Math Science Tech,311,182,129,0,118,159,148,2020,34
1703019,Dillon 03,Latta High,449,222,227,0,128,289,283,2020,32
1703021,Dillon 03,Latta Middle,465,232,233,0,143,279,328,2020,43
1703024,Dillon 03,Latta Elementary,661,313,348,0,244,345,516,2020,72
1704002,Dillon 04,Lake View High,526,234,292,0,199,252,440,2020,75
1704003,Dillon 04,Lake View Elementary,340,159,181,0,113,174,282,2020,53
1704005,Dillon 04,Dillon High School,811,423,388,0,536,176,762,2020,99
1704007,Dillon 04,East Elementary,493,252,241,0,229,163,451,2020,101
1704008,Dillon 04,South Elementary,216,102,114,0,166,18,209,2020,32
1704009,Dillon 04,Gordon Elementary,472,229,243,0,314,88,446,2020,70
1704010,Dillon 04,Dillon Middle,736,360,376,0,474,158,710,2020,104
1704011,Dillon 04,Stewart Heights Elementary,372,181,191,0,278,47,364,2020,47
1802006,Dorchester 02,Summerville High,3067,1527,1540,0,808,1799,1501,2020,460
1802007,Dorchester 02,Knightsville Elem,720,342,378,0,141,464,336,2020,115
1802009,Dorchester 02,Summerville Elem,580,287,293,0,149,362,343,2020,69
1802010,Dorchester 02,James H. Spann Elem,665,315,350,0,175,348,414,2020,142
1802011,Dorchester 02,Alston Middle,826,395,431,0,269,398,537,2020,159
1802012,Dorchester 02,Rollings Middle School Of The,731,500,231,0,119,496,188,2020,116
1802013,Dorchester 02,Newington Elem,837,383,454,0,220,454,569,2020,163
1802014,Dorchester 02,Flowertown Elem,926,466,460,0,225,545,566,2020,156
1802016,Dorchester 02,Charles B DuBose Middle,1299,611,688,0,285,779,685,2020,235
1802017,Dorchester 02,Oakbrook Elem,662,332,330,0,256,287,387,2020,119
1802018,Dorchester 02,Oakbrook Middle,1163,512,651,0,426,493,637,2020,244
1802019,Dorchester 02,Windsor Hill Arts Infused Ele,805,395,410,0,424,198,610,2020,183
1802020,Dorchester 02,Fort Dorchester High,2182,1081,1101,0,928,758,1048,2020,496
1802021,Dorchester 02,Beech Hill Elem,977,469,508,0,103,733,290,2020,141
1802022,Dorchester 02,Gregg Middle,1247,571,676,0,331,760,617,2020,156
1802023,Dorchester 02,Fort Dorchester Elem,995,454,541,0,245,469,391,2020,281
1802024,Dorchester 02,Eagle Nest Elem,777,369,408,0,257,238,505,2020,282
1802025,Dorchester 02,William M Reeves Elem,931,442,489,0,129,596,441,2020,206
1802026,Dorchester 02,River Oaks Middle,1020,485,535,0,490,261,685,2020,269
1802027,Dorchester 02,Ashley Ridge High,2165,1066,1099,0,531,1350,858,2020,284
1802028,Dorchester 02,Joseph R Pye Elem,955,460,495,0,247,487,412,2020,221
1802029,Dorchester 02,Sand Hill Elementary,883,440,443,0,165,605,380,2020,113
1802030,Dorchester 02,Dr. Eugene Sires Elementary,803,370,433,0,192,469,459,2020,142
1802031,Dorchester 02,Alston-Bailey Elementary,755,365,390,0,298,313,508,2020,144
1804016,Dorchester 04,Harleyville Elem,251,126,125,0,143,80,204,2020,28
1804017,Dorchester 04,St. George Middle,315,144,171,0,140,155,230,2020,19
1804018,Dorchester 04,Williams Memorial Elem,678,325,353,0,281,319,483,2020,77
1804019,Dorchester 04,Woodland High,617,274,343,0,290,259,434,2020,68
1804021,Dorchester 04,Clay Hill Elem,157,76,81,0,70,52,127,2020,35
1804022,Dorchester 04,Harleyville-Ridgeville Middle,235,101,134,0,110,86,175,2020,39
1901002,Edgefield 01,Strom Thurmond High,766,351,415,0,329,350,434,2020,87
1901003,Edgefield 01,Douglas Elem,189,96,93,0,85,46,164,2020,58
1901005,Edgefield 01,Johnston Elem,306,150,156,0,188,76,265,2020,42
1901007,Edgefield 01,W E Parker Elem,426,219,207,0,213,179,299,2020,34
1901008,Edgefield 01,Merriwether Elem,799,398,401,0,150,538,472,2020,111
1901009,Edgefield 01,Johnston-Edgefield-Trenton Mid,456,240,216,0,221,173,312,2020,62
1901010,Edgefield 01,Merriwether Middle,389,191,198,0,83,258,200,2020,48
2001001,Fairfield 01,Fairfield Middle,378,180,198,0,330,32,320,2020,16
2001008,Fairfield 01,Kelly Miller Elem,222,126,96,0,198,17,203,2020,7
2001009,Fairfield 01,McCrorey-Liston School of Tech,152,73,79,0,136,6,139,2020,10
2001012,Fairfield 01,Geiger Elem,286,128,158,0,234,36,257,2020,16
2001013,Fairfield 01,Fairfield Central High,710,356,354,0,595,83,588,2020,32
2001014,Fairfield 01,Fairfield Elementary,551,277,274,0,466,44,525,2020,41
2001015,Fairfield 01,Fairfield Magnet For Math/Scie,237,123,114,0,184,38,199,2020,15
2101002,Florence 01,John W. Moore Middle,911,446,465,0,453,340,555,2020,118
2101004,Florence 01,South Florence High,1607,805,801,1,731,709,994,2020,166
2101005,Florence 01,Williams Middle,711,356,355,0,446,159,533,2020,106
2101006,Florence 01,Wilson High,1139,544,595,0,746,233,801,2020,160
2101008,Florence 01,Briggs Elem,577,280,297,0,258,262,372,2020,57
2101009,Florence 01,Carver Elem,528,256,272,0,229,233,331,2020,66
2101010,Florence 01,Delmae Elem,763,382,381,0,320,285,487,2020,158
2101011,Florence 01,Greenwood Elem,721,379,342,0,425,212,574,2020,84
2101012,Florence 01,McLaurin Elementary,780,403,377,0,367,314,500,2020,99
2101013,Florence 01,Theodore Lester Elem,357,168,189,0,258,55,333,2020,44
2101014,Florence 01,West Florence High,1656,820,836,0,695,768,811,2020,193
2101016,Florence 01,North Vista Elem,654,358,296,0,602,14,603,2020,38
2101017,Florence 01,Royall Elem,603,323,280,0,238,262,375,2020,103
2101018,Florence 01,Savannah Grove Elem,617,301,316,0,414,146,491,2020,57
2101019,Florence 01,Dewey-Carter Elem,736,361,375,0,326,313,602,2020,97
2101020,Florence 01,Henry Timrod Elem,373,178,195,0,228,98,334,2020,47
2101021,Florence 01,Wallace Gregg Elem,370,175,195,0,210,111,335,2020,49
2101022,Florence 01,Southside Middle,906,445,461,0,460,353,629,2020,93
2101050,Florence 01,Henry L. Sneed Middle,899,443,456,0,401,381,528,2020,117
2101051,Florence 01,Lucy T. Davis Elem.,480,235,245,0,211,210,256,2020,59
2101600,Florence 01,Palmetto Youth Academy Charter,91,47,44,0,88,0,90,2020,3
2101800,Florence 01,R.N. Beck Child Development Center,135,50,85,0,95,24,118,2020,16
2101803,Florence 01,Child Dev Ctr at Woods Road,179,72,107,0,104,43,136,2020,32
2102024,Florence 02,Hannah Pamplico High,339,157,182,0,107,206,216,2020,26
2102028,Florence 02,Hannah-Pamplico Elem/Middle,746,376,370,0,279,389,558,2020,78
2103029,Florence 03,Lake City High,758,373,385,0,557,137,667,2020,64
2103036,Florence 03,J C Lynch Elem,431,217,214,0,74,282,365,2020,75
2103037,Florence 03,Olanta Elem,228,109,119,0,135,74,200,2020,19
2103039,Florence 03,Scranton Elem,431,212,219,0,207,194,355,2020,30
2103050,Florence 03,Lake City ECC,378,196,181,1,341,21,364,2020,16
2103051,Florence 03,Main Street Elementary,393,195,198,0,356,25,382,2020,12
2103053,Florence 03,Ronald E McNair Junior High,338,151,187,0,260,55,322,2020,23
2103054,Florence 03,J. Paul Truluck Creative Arts and Science Magnet,358,200,158,0,178,145,282,2020,35
2104041,Florence 04,Timmonsville High,172,74,98,0,136,17,159,2020,19
2104042,Florence 04,Johnson Middle,184,99,85,0,156,9,170,2020,19
2104043,Florence 04,Brockington Elem,331,162,169,0,260,29,310,2020,42
2105045,Florence 05,Johnsonville High,320,170,150,0,89,211,193,2020,20
2105047,Florence 05,Johnsonville Elem,500,234,266,0,132,328,389,2020,40
2105049,Florence 05,Johnsonville Middle,381,195,186,0,119,239,269,2020,23
2201001,Georgetown 01,Andrews High,546,262,284,0,256,259,384,2020,31
2201004,Georgetown 01,Georgetown High,922,439,483,0,430,387,623,2020,105
2201008,Georgetown 01,Andrews Elem,802,386,416,0,398,362,640,2020,42
2201009,Georgetown 01,Browns Ferry Elem,169,78,91,0,159,5,154,2020,5
2201012,Georgetown 01,Pleasant Hill Elem,334,162,172,0,144,182,254,2020,8
2201013,Georgetown 01,Georgetown Middle,778,379,399,0,390,292,615,2020,96
2201014,Georgetown 01,Kensington Elem,572,305,267,0,211,279,395,2020,82
2201015,Georgetown 01,Maryville Elem,492,248,244,0,235,186,402,2020,71
2201016,Georgetown 01,McDonald Elem,481,224,257,0,299,135,430,2020,47
2201020,Georgetown 01,Plantersville Elem,76,31,45,0,68,3,72,2020,5
2201022,Georgetown 01,Rosemary Middle,428,209,219,0,246,152,352,2020,30
2201023,Georgetown 01,Sampit Elem,307,144,163,0,191,95,271,2020,21
2201024,Georgetown 01,Waccamaw Elem,556,277,279,0,107,406,267,2020,43
2201025,Georgetown 01,Waccamaw High,826,428,398,0,137,631,297,2020,58
2201026,Georgetown 01,Carvers Bay High,348,169,179,0,272,73,269,2020,3
2201027,Georgetown 01,Carvers Bay Middle,306,147,159,0,192,105,249,2020,9
2201028,Georgetown 01,Waccamaw Middle,397,178,219,0,70,289,174,2020,38
